seed,gap,tau_trace,rest_window,gate_mode,trace_gate_ref,gate_power,arm,target_event_update_l1,event_count_L,event_count_R,schedule_ok,mean_trace_mass,mean_gate_within,mean_gate_cross,within_pair_dW_L1,cross_pair_dW_L1,contamination_ratio,acc_dW_DI,acc_dW_LR,acc_dW_RL,final_DI,L_to_R_l1,R_to_L_l1,runtime_s
123,500,1000,5000,soft_trace_gate,0.03,1.0,simultaneous,0.0001,5,5,True,0.0009332057104304411,0.03107760141782754,0.03113611261086853,3.1265182839368074e-06,3.1265182839368074e-06,0.49999992003886196,-0.2839552134711198,2.238726975222565e-06,4.014309592651049e-06,0.0025223964109557253,0.1963157940533337,0.19532791337134975,715.1443581581116
123,500,1000,5000,soft_trace_gate,0.03,1.0,separated_control,0.0001,5,5,True,0.008115299888281443,0.29506802068684973,0.23981246576254606,0.00013888449757337118,9.126730512843115e-05,0.39655263899944154,0.2068947176561586,0.00013888449757337118,9.126730512843115e-05,0.002512028999640767,0.19631474748438235,0.19533092220453754,715.1443619728088
