seed,unit_count,n_LR_connections,n_RL_connections,fast_LR_l1,fast_RL_l1,baseline_fast_DI,event_support_L,event_support_R,phi_mass_L,phi_mass_R,simultaneous_slow_DI,corrected_slow_DI,sign_agreement,verdict,wall_time_s,nan_hit,combined_slow_DI,LR_order_slow_DI,RL_order_slow_DI,LR_RL_gap,LR_shift_from_combined,RL_shift_from_combined,ordering_verdict
42,300,946,938,470.64859419345606,461.6902105148896,0.009608506728805326,11,18,0.05402249467052143,0.09597039184142793,0.16349576987758208,0.15388726314877674,True,baseline_partial: topology bias explains sign but not full magnitude. |corrected_DI| >= 0.1. Consider D: swapped L/R.,94.80806112289429,False,0.16349576987758208,0.33718228850409554,-0.6483884147196796,0.985570703223775,0.17368651862651346,-0.8118841845972616,"ordering_artifact_confirmed: LR and RL order produce opposite slow_DI signs. The simultaneous caveat is explained by same-step event processing order (not spatial asymmetry, not topology, not consolidation false positive). Combined-phi mode represents the true simultaneous control."
