seed,arm,event_type,subgraph,n_connections,trace_src_positive_rate,phi_tgt_positive_rate,support_rate,trace_l1,phi_l1,raw_l1,dW_l1,tag_delta_l1,support_over_trace_phi_expected,trace_phi_overlap_index,support_concentration_by_subgraph,h_mean_supported,h_mean_unsupported,h_support_ratio,corr_h_trace_src,corr_h_phi_tgt,corr_h_support,LL_special_case_flag,RR_seed_split_flag,R_event_collapse_flag,support_decomposition_verdict,trace_count,phi_count,support_count
42,exact_replay,L,R,5628,0.103056,0.063966,0.006219,2.849828,1.862089,0.001171,0.000338,0.000338,0.943391,0.097222,0.006219,0.063485,0.119823,0.529825,0.014508,0.005517,-0.050539,0,0,0,h_not_upstream_of_9C_support,580,360,35
42,exact_replay,L,R,828,0.078502,0.0,0.0,0.323093,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.121456,nan,-0.038413,nan,nan,0,0,0,support_geometry_mixed,65,0,0
42,exact_replay,L,R,5766,0.11273,0.0,0.0,3.269446,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.108385,nan,-0.038099,nan,nan,0,0,0,support_geometry_mixed,650,0,0
42,exact_replay,L,RL,5628,0.103056,0.063966,0.006219,2.849828,1.862089,0.001171,0.000338,0.000338,0.943391,0.097222,0.006219,0.063485,0.119823,0.529825,0.014508,0.005517,-0.050539,0,0,0,h_not_upstream_of_9C_support,580,360,35
42,exact_replay,L,RM,828,0.078502,0.0,0.0,0.323093,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.121456,nan,-0.038413,nan,nan,0,0,0,support_geometry_mixed,65,0,0
42,exact_replay,L,RR,5766,0.11273,0.0,0.0,3.269446,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.108385,nan,-0.038099,nan,nan,0,1,0,support_geometry_mixed,650,0,0
42,exact_replay,R,L,5904,0.067073,0.0,0.0,1.385559,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.141758,nan,0.040374,nan,nan,0,0,1,support_geometry_mixed,396,0,0
42,exact_replay,R,L,912,0.078947,0.0,0.0,0.209868,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.137308,nan,0.102858,nan,nan,0,0,1,support_geometry_mixed,72,0,0
42,exact_replay,R,L,5676,0.080338,0.130021,0.013742,1.915056,3.920838,0.001624,0.000283,0.000283,1.315576,0.171053,0.013742,0.150021,0.143815,1.043158,0.100062,-0.022632,0.007091,0,0,1,h_not_upstream_of_9C_support,456,738,78
42,exact_replay,R,LL,5904,0.067073,0.0,0.0,1.385559,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.141758,nan,0.040374,nan,nan,1,0,1,support_geometry_mixed,396,0,0
42,exact_replay,R,LM,912,0.078947,0.0,0.0,0.209868,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.137308,nan,0.102858,nan,nan,0,0,1,support_geometry_mixed,72,0,0
42,exact_replay,R,LR,5676,0.080338,0.130021,0.013742,1.915056,3.920838,0.001624,0.000283,0.000283,1.315576,0.171053,0.013742,0.150021,0.143815,1.043158,0.100062,-0.022632,0.007091,0,0,1,h_not_upstream_of_9C_support,456,738,78
42,exact_replay,R,M,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.145383,nan,nan,nan,nan,0,0,1,support_geometry_mixed,0,0,0
42,exact_replay,R,M,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.125539,nan,nan,nan,nan,0,0,1,support_geometry_mixed,0,0,0
42,exact_replay,R,M,1032,0.0,0.122093,0.0,0.0,0.62967,0.0,0.0,0.0,nan,nan,0.0,nan,0.132372,nan,nan,-0.099231,nan,0,0,1,support_geometry_mixed,0,126,0
42,exact_replay,R,ML,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.145383,nan,nan,nan,nan,0,0,1,support_geometry_mixed,0,0,0
42,exact_replay,R,MM,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.125539,nan,nan,nan,nan,0,0,1,support_geometry_mixed,0,0,0
42,exact_replay,R,MR,1032,0.0,0.122093,0.0,0.0,0.62967,0.0,0.0,0.0,nan,nan,0.0,nan,0.132372,nan,nan,-0.099231,nan,0,0,1,support_geometry_mixed,0,126,0
42,exact_replay,R,R,5628,0.103056,0.0,0.0,2.693701,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.141023,nan,-0.015066,nan,nan,0,0,1,support_geometry_mixed,580,0,0
42,exact_replay,R,R,828,0.078502,0.0,0.0,0.305393,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.143491,nan,-0.064181,nan,nan,0,0,1,support_geometry_mixed,65,0,0
42,exact_replay,R,R,5766,0.11273,0.125911,0.013874,3.09033,4.004298,0.002877,0.000317,0.000317,0.977495,0.123077,0.013874,0.103506,0.128189,0.80745,-0.068902,-0.103076,-0.030824,0,0,1,h_not_upstream_of_9C_support,650,726,80
42,exact_replay,R,RL,5628,0.103056,0.0,0.0,2.693701,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.141023,nan,-0.015066,nan,nan,0,0,1,support_geometry_mixed,580,0,0
42,exact_replay,R,RM,828,0.078502,0.0,0.0,0.305393,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.143491,nan,-0.064181,nan,nan,0,0,1,support_geometry_mixed,65,0,0
42,exact_replay,R,RR,5766,0.11273,0.125911,0.013874,3.09033,4.004298,0.002877,0.000317,0.000317,0.977495,0.123077,0.013874,0.103506,0.128189,0.80745,-0.068902,-0.103076,-0.030824,0,1,1,RR_overlap_geometry_split,650,726,80
77,closed_loop,ALL,ALL,62790,0.111308,0.05985,0.007852,30.93939,17.295009,0.01077,0.0013,0.0013,1.178598,0.131187,0.007852,0.109364,0.1085,1.007959,0.033841,-0.011771,0.000981,0,0,0,h_not_upstream_of_9C_support,6989,3758,493
77,closed_loop,ALL,LL,12488,0.087444,0.074231,0.005125,5.462401,3.9024,0.00181,0.00028,0.00028,0.789533,0.06904,0.005125,0.132963,0.099009,1.342938,0.114823,0.024106,0.032695,1,0,0,h_not_upstream_of_9C_support,1092,927,64
77,closed_loop,ALL,LM,2926,0.06972,0.012303,0.0,0.866674,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.099248,nan,0.076411,-0.003026,nan,0,0,0,h_not_upstream_of_9C_support,204,36,0
77,closed_loop,ALL,LR,12516,0.087248,0.058725,0.005753,5.807254,3.596651,0.001785,0.000173,0.000173,1.122763,0.097959,0.005753,0.098495,0.106058,0.928695,0.084788,-0.092889,-0.007485,0,0,0,h_not_upstream_of_9C_support,1092,735,72
77,closed_loop,ALL,ML,2828,0.02546,0.054102,0.0,0.171911,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.104598,nan,-0.039811,0.061116,nan,0,0,0,h_not_upstream_of_9C_support,72,153,0
77,closed_loop,ALL,MM,826,0.029056,0.010896,0.0,0.057304,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.094097,nan,0.043027,-0.03863,nan,0,0,0,h_not_upstream_of_9C_support,24,9,0
77,closed_loop,ALL,MR,3206,0.022458,0.059264,0.003743,0.171911,1.091975,0.000117,1.1e-05,1.1e-05,2.812281,0.166667,0.003743,0.055097,0.105101,0.524231,0.01677,-0.104356,-0.038484,0,0,0,h_not_upstream_of_9C_support,72,190,12
77,closed_loop,ALL,RL,12250,0.168735,0.074939,0.019102,8.393785,4.427098,0.0045,0.000601,0.000601,1.510667,0.254902,0.019102,0.117744,0.112273,1.048722,-0.028333,0.083294,0.009651,0,0,0,h_not_upstream_of_9C_support,2067,918,234
77,closed_loop,ALL,RM,2968,0.183962,0.030323,0.009097,1.936923,0.176299,0.000143,1.9e-05,1.9e-05,1.630769,0.3,0.009097,0.087634,0.109477,0.80048,-0.134244,-0.013744,-0.02614,0,0,0,h_not_upstream_of_9C_support,546,90,27
77,closed_loop,ALL,RR,12782,0.142388,0.054765,0.006572,8.071227,3.396508,0.002415,0.000216,0.000216,0.842769,0.12,0.006572,0.092094,0.121178,0.759992,-0.027841,-0.082072,-0.029889,0,1,0,RR_phi_limited_seed_split,1820,700,84
77,closed_loop,L,L,8028,0.090683,0.115471,0.007972,3.958151,3.9024,0.00181,0.00028,0.00028,0.761336,0.087912,0.007972,0.132963,0.113498,1.171503,0.108693,-0.020065,0.021559,0,0,0,h_not_upstream_of_9C_support,728,927,64
77,closed_loop,L,L,1881,0.072302,0.019139,0.0,0.628007,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.113729,nan,0.070362,-0.026946,nan,0,0,0,h_not_upstream_of_9C_support,136,36,0
77,closed_loop,L,L,8046,0.09048,0.0,0.0,4.208038,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.121408,nan,0.077447,nan,nan,0,0,0,support_geometry_mixed,728,0,0
77,closed_loop,L,LL,8028,0.090683,0.115471,0.007972,3.958151,3.9024,0.00181,0.00028,0.00028,0.761336,0.087912,0.007972,0.132963,0.113498,1.171503,0.108693,-0.020065,0.021559,1,0,0,h_not_upstream_of_9C_support,728,927,64
77,closed_loop,L,LM,1881,0.072302,0.019139,0.0,0.628007,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.113729,nan,0.070362,-0.026946,nan,0,0,0,h_not_upstream_of_9C_support,136,36,0
77,closed_loop,L,LR,8046,0.09048,0.0,0.0,4.208038,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.121408,nan,0.077447,nan,nan,0,0,0,support_geometry_mixed,728,0,0
77,closed_loop,L,M,1818,0.026403,0.084158,0.0,0.12457,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.119918,nan,-0.046988,0.03494,nan,0,0,0,h_not_upstream_of_9C_support,48,153,0
77,closed_loop,L,M,531,0.030132,0.016949,0.0,0.041523,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.107677,nan,0.038516,-0.065459,nan,0,0,0,h_not_upstream_of_9C_support,16,9,0
77,closed_loop,L,M,2061,0.02329,0.0,0.0,0.12457,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.120103,nan,0.011422,nan,nan,0,0,0,support_geometry_mixed,48,0,0
77,closed_loop,L,ML,1818,0.026403,0.084158,0.0,0.12457,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.119918,nan,-0.046988,0.03494,nan,0,0,0,h_not_upstream_of_9C_support,48,153,0
77,closed_loop,L,MM,531,0.030132,0.016949,0.0,0.041523,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.107677,nan,0.038516,-0.065459,nan,0,0,0,h_not_upstream_of_9C_support,16,9,0
77,closed_loop,L,MR,2061,0.02329,0.0,0.0,0.12457,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.120103,nan,0.011422,nan,nan,0,0,0,support_geometry_mixed,48,0,0
77,closed_loop,L,R,7875,0.181714,0.116571,0.029714,5.495115,4.427098,0.0045,0.000601,0.000601,1.402762,0.254902,0.029714,0.117744,0.129046,0.912413,-0.064634,0.046653,-0.023048,0,0,0,h_not_upstream_of_9C_support,1431,918,234
77,closed_loop,L,R,1908,0.198113,0.04717,0.014151,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,1.514286,0.3,0.014151,0.087634,0.125631,0.697549,-0.170056,-0.057147,-0.05244,0,0,0,h_not_upstream_of_9C_support,378,90,27
77,closed_loop,L,R,8217,0.153341,0.0,0.0,5.283948,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.138529,nan,-0.064672,nan,nan,0,0,0,support_geometry_mixed,1260,0,0
77,closed_loop,L,RL,7875,0.181714,0.116571,0.029714,5.495115,4.427098,0.0045,0.000601,0.000601,1.402762,0.254902,0.029714,0.117744,0.129046,0.912413,-0.064634,0.046653,-0.023048,0,0,0,h_not_upstream_of_9C_support,1431,918,234
77,closed_loop,L,RM,1908,0.198113,0.04717,0.014151,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,1.514286,0.3,0.014151,0.087634,0.125631,0.697549,-0.170056,-0.057147,-0.05244,0,0,0,h_not_upstream_of_9C_support,378,90,27
77,closed_loop,L,RR,8217,0.153341,0.0,0.0,5.283948,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.138529,nan,-0.064672,nan,nan,0,1,0,support_geometry_mixed,1260,0,0
77,closed_loop,R,L,4460,0.081614,0.0,0.0,1.50425,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.073137,nan,0.116103,nan,nan,0,0,1,support_geometry_mixed,364,0,0
77,closed_loop,R,L,1045,0.065072,0.0,0.0,0.238667,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.073181,nan,0.077121,nan,nan,0,0,1,support_geometry_mixed,68,0,0
77,closed_loop,R,L,4470,0.081432,0.16443,0.016107,1.599216,3.596651,0.001785,0.000173,0.000173,1.20296,0.197802,0.016107,0.098495,0.077976,1.263155,0.083491,-0.044159,0.04766,0,0,1,h_not_upstream_of_9C_support,364,735,72
77,closed_loop,R,LL,4460,0.081614,0.0,0.0,1.50425,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.073137,nan,0.116103,nan,nan,1,0,1,support_geometry_mixed,364,0,0
77,closed_loop,R,LM,1045,0.065072,0.0,0.0,0.238667,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.073181,nan,0.077121,nan,nan,0,0,1,support_geometry_mixed,68,0,0
77,closed_loop,R,LR,4470,0.081432,0.16443,0.016107,1.599216,3.596651,0.001785,0.000173,0.000173,1.20296,0.197802,0.016107,0.098495,0.077976,1.263155,0.083491,-0.044159,0.04766,0,0,1,h_not_upstream_of_9C_support,364,735,72
77,closed_loop,R,M,1010,0.023762,0.0,0.0,0.047341,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.077021,nan,-0.050455,nan,nan,0,0,1,support_geometry_mixed,24,0,0
77,closed_loop,R,M,295,0.027119,0.0,0.0,0.01578,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.069652,nan,0.03524,nan,nan,0,0,1,support_geometry_mixed,8,0,0
77,closed_loop,R,M,1145,0.020961,0.165939,0.01048,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,3.013158,0.5,0.01048,0.055097,0.077812,0.708082,0.010187,-0.071814,-0.041109,0,0,1,h_not_upstream_of_9C_support,24,190,12
77,closed_loop,R,ML,1010,0.023762,0.0,0.0,0.047341,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.077021,nan,-0.050455,nan,nan,0,0,1,support_geometry_mixed,24,0,0
77,closed_loop,R,MM,295,0.027119,0.0,0.0,0.01578,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.069652,nan,0.03524,nan,nan,0,0,1,support_geometry_mixed,8,0,0
77,closed_loop,R,MR,1145,0.020961,0.165939,0.01048,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,3.013158,0.5,0.01048,0.055097,0.077812,0.708082,0.010187,-0.071814,-0.041109,0,0,1,h_not_upstream_of_9C_support,24,190,12
77,closed_loop,R,R,4375,0.145371,0.0,0.0,2.89867,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082979,nan,0.056014,nan,nan,0,0,1,support_geometry_mixed,636,0,0
77,closed_loop,R,R,1060,0.158491,0.0,0.0,0.668888,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.08081,nan,-0.072146,nan,nan,0,0,1,support_geometry_mixed,168,0,0
77,closed_loop,R,R,4565,0.122673,0.153341,0.018401,2.78728,3.396508,0.002415,0.000216,0.000216,0.978214,0.15,0.018401,0.092094,0.08936,1.030593,0.056877,-0.007225,0.006585,0,0,1,h_not_upstream_of_9C_support,560,700,84
77,closed_loop,R,RL,4375,0.145371,0.0,0.0,2.89867,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082979,nan,0.056014,nan,nan,0,0,1,support_geometry_mixed,636,0,0
77,closed_loop,R,RM,1060,0.158491,0.0,0.0,0.668888,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.08081,nan,-0.072146,nan,nan,0,0,1,support_geometry_mixed,168,0,0
77,closed_loop,R,RR,4565,0.122673,0.153341,0.018401,2.78728,3.396508,0.002415,0.000216,0.000216,0.978214,0.15,0.018401,0.092094,0.08936,1.030593,0.056877,-0.007225,0.006585,0,1,1,RR_overlap_geometry_split,560,700,84
77,divergent_warmup_replay,ALL,ALL,62790,0.111308,0.05985,0.007852,30.93939,17.295009,0.01077,0.0013,0.0013,1.178598,0.131187,0.007852,0.118004,0.118514,0.995698,0.02641,-0.013594,-0.000532,0,0,0,h_not_upstream_of_9C_support,6989,3758,493
77,divergent_warmup_replay,ALL,LL,12488,0.087444,0.074231,0.005125,5.462401,3.9024,0.00181,0.00028,0.00028,0.789533,0.06904,0.005125,0.138052,0.10619,1.30004,0.11168,0.017133,0.028351,1,0,0,h_not_upstream_of_9C_support,1092,927,64
77,divergent_warmup_replay,ALL,LM,2926,0.06972,0.012303,0.0,0.866674,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.107416,nan,0.073472,-0.009037,nan,0,0,0,h_not_upstream_of_9C_support,204,36,0
77,divergent_warmup_replay,ALL,LR,12516,0.087248,0.058725,0.005753,5.807254,3.596651,0.001785,0.000173,0.000173,1.122763,0.097959,0.005753,0.110503,0.115663,0.955387,0.07274,-0.08843,-0.004683,0,0,0,h_not_upstream_of_9C_support,1092,735,72
77,divergent_warmup_replay,ALL,ML,2828,0.02546,0.054102,0.0,0.171911,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.113727,nan,-0.046585,0.053317,nan,0,0,0,h_not_upstream_of_9C_support,72,153,0
77,divergent_warmup_replay,ALL,MM,826,0.029056,0.010896,0.0,0.057304,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.102438,nan,0.031344,-0.051723,nan,0,0,0,h_not_upstream_of_9C_support,24,9,0
77,divergent_warmup_replay,ALL,MR,3206,0.022458,0.059264,0.003743,0.171911,1.091975,0.000117,1.1e-05,1.1e-05,2.812281,0.166667,0.003743,0.064327,0.116069,0.554212,0.014039,-0.102501,-0.036376,0,0,0,h_not_upstream_of_9C_support,72,190,12
77,divergent_warmup_replay,ALL,RL,12250,0.168735,0.074939,0.019102,8.393785,4.427098,0.0045,0.000601,0.000601,1.510667,0.254902,0.019102,0.126158,0.122678,1.028372,-0.038452,0.074084,0.005663,0,0,0,h_not_upstream_of_9C_support,2067,918,234
77,divergent_warmup_replay,ALL,RM,2968,0.183962,0.030323,0.009097,1.936923,0.176299,0.000143,1.9e-05,1.9e-05,1.630769,0.3,0.009097,0.086925,0.121097,0.717811,-0.141266,-0.031262,-0.037238,0,0,0,h_not_upstream_of_9C_support,546,90,27
77,divergent_warmup_replay,ALL,RR,12782,0.142388,0.054765,0.006572,8.071227,3.396508,0.002415,0.000216,0.000216,0.842769,0.12,0.006572,0.104102,0.134112,0.776236,-0.036762,-0.07382,-0.028445,0,1,0,RR_phi_limited_seed_split,1820,700,84
77,divergent_warmup_replay,L,L,8028,0.090683,0.115471,0.007972,3.958151,3.9024,0.00181,0.00028,0.00028,0.761336,0.087912,0.007972,0.138052,0.119723,1.153095,0.105689,-0.021677,0.018823,0,0,0,h_not_upstream_of_9C_support,728,927,64
77,divergent_warmup_replay,L,L,1881,0.072302,0.019139,0.0,0.628007,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.121031,nan,0.067893,-0.030666,nan,0,0,0,h_not_upstream_of_9C_support,136,36,0
77,divergent_warmup_replay,L,L,8046,0.09048,0.0,0.0,4.208038,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.130278,nan,0.06646,nan,nan,0,0,0,support_geometry_mixed,728,0,0
77,divergent_warmup_replay,L,LL,8028,0.090683,0.115471,0.007972,3.958151,3.9024,0.00181,0.00028,0.00028,0.761336,0.087912,0.007972,0.138052,0.119723,1.153095,0.105689,-0.021677,0.018823,1,0,0,h_not_upstream_of_9C_support,728,927,64
77,divergent_warmup_replay,L,LM,1881,0.072302,0.019139,0.0,0.628007,0.07052,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.121031,nan,0.067893,-0.030666,nan,0,0,0,h_not_upstream_of_9C_support,136,36,0
77,divergent_warmup_replay,L,LR,8046,0.09048,0.0,0.0,4.208038,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.130278,nan,0.06646,nan,nan,0,0,0,support_geometry_mixed,728,0,0
77,divergent_warmup_replay,L,M,1818,0.026403,0.084158,0.0,0.12457,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.128125,nan,-0.052922,0.03101,nan,0,0,0,h_not_upstream_of_9C_support,48,153,0
77,divergent_warmup_replay,L,M,531,0.030132,0.016949,0.0,0.041523,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.115186,nan,0.02696,-0.0777,nan,0,0,0,h_not_upstream_of_9C_support,16,9,0
77,divergent_warmup_replay,L,M,2061,0.02329,0.0,0.0,0.12457,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.130389,nan,0.009015,nan,nan,0,0,0,support_geometry_mixed,48,0,0
77,divergent_warmup_replay,L,ML,1818,0.026403,0.084158,0.0,0.12457,0.615928,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.128125,nan,-0.052922,0.03101,nan,0,0,0,h_not_upstream_of_9C_support,48,153,0
77,divergent_warmup_replay,L,MM,531,0.030132,0.016949,0.0,0.041523,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.115186,nan,0.02696,-0.0777,nan,0,0,0,h_not_upstream_of_9C_support,16,9,0
77,divergent_warmup_replay,L,MR,2061,0.02329,0.0,0.0,0.12457,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.130389,nan,0.009015,nan,nan,0,0,0,support_geometry_mixed,48,0,0
77,divergent_warmup_replay,L,R,7875,0.181714,0.116571,0.029714,5.495115,4.427098,0.0045,0.000601,0.000601,1.402762,0.254902,0.029714,0.126158,0.138594,0.910271,-0.07051,0.042371,-0.023433,0,0,0,h_not_upstream_of_9C_support,1431,918,234
77,divergent_warmup_replay,L,R,1908,0.198113,0.04717,0.014151,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,1.514286,0.3,0.014151,0.086925,0.136626,0.636226,-0.171586,-0.072518,-0.062651,0,0,0,h_not_upstream_of_9C_support,378,90,27
77,divergent_warmup_replay,L,R,8217,0.153341,0.0,0.0,5.283948,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.150742,nan,-0.068987,nan,nan,0,0,0,support_geometry_mixed,1260,0,0
77,divergent_warmup_replay,L,RL,7875,0.181714,0.116571,0.029714,5.495115,4.427098,0.0045,0.000601,0.000601,1.402762,0.254902,0.029714,0.126158,0.138594,0.910271,-0.07051,0.042371,-0.023433,0,0,0,h_not_upstream_of_9C_support,1431,918,234
77,divergent_warmup_replay,L,RM,1908,0.198113,0.04717,0.014151,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,1.514286,0.3,0.014151,0.086925,0.136626,0.636226,-0.171586,-0.072518,-0.062651,0,0,0,h_not_upstream_of_9C_support,378,90,27
77,divergent_warmup_replay,L,RR,8217,0.153341,0.0,0.0,5.283948,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.150742,nan,-0.068987,nan,nan,0,1,0,support_geometry_mixed,1260,0,0
77,divergent_warmup_replay,R,L,4460,0.081614,0.0,0.0,1.50425,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082026,nan,0.112681,nan,nan,0,0,1,support_geometry_mixed,364,0,0
77,divergent_warmup_replay,R,L,1045,0.065072,0.0,0.0,0.238667,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082908,nan,0.073799,nan,nan,0,0,1,support_geometry_mixed,68,0,0
77,divergent_warmup_replay,R,L,4470,0.081432,0.16443,0.016107,1.599216,3.596651,0.001785,0.000173,0.000173,1.20296,0.197802,0.016107,0.110503,0.088927,1.242627,0.06767,-0.053444,0.043303,0,0,1,h_not_upstream_of_9C_support,364,735,72
77,divergent_warmup_replay,R,LL,4460,0.081614,0.0,0.0,1.50425,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082026,nan,0.112681,nan,nan,1,0,1,support_geometry_mixed,364,0,0
77,divergent_warmup_replay,R,LM,1045,0.065072,0.0,0.0,0.238667,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.082908,nan,0.073799,nan,nan,0,0,1,support_geometry_mixed,68,0,0
77,divergent_warmup_replay,R,LR,4470,0.081432,0.16443,0.016107,1.599216,3.596651,0.001785,0.000173,0.000173,1.20296,0.197802,0.016107,0.110503,0.088927,1.242627,0.06767,-0.053444,0.043303,0,0,1,h_not_upstream_of_9C_support,364,735,72
77,divergent_warmup_replay,R,M,1010,0.023762,0.0,0.0,0.047341,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.08781,nan,-0.054778,nan,nan,0,0,1,support_geometry_mixed,24,0,0
77,divergent_warmup_replay,R,M,295,0.027119,0.0,0.0,0.01578,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.079493,nan,0.025264,nan,nan,0,0,1,support_geometry_mixed,8,0,0
77,divergent_warmup_replay,R,M,1145,0.020961,0.165939,0.01048,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,3.013158,0.5,0.01048,0.064327,0.090019,0.714588,0.009275,-0.085544,-0.039995,0,0,1,h_not_upstream_of_9C_support,24,190,12
77,divergent_warmup_replay,R,ML,1010,0.023762,0.0,0.0,0.047341,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.08781,nan,-0.054778,nan,nan,0,0,1,support_geometry_mixed,24,0,0
77,divergent_warmup_replay,R,MM,295,0.027119,0.0,0.0,0.01578,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.079493,nan,0.025264,nan,nan,0,0,1,support_geometry_mixed,8,0,0
77,divergent_warmup_replay,R,MR,1145,0.020961,0.165939,0.01048,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,3.013158,0.5,0.01048,0.064327,0.090019,0.714588,0.009275,-0.085544,-0.039995,0,0,1,h_not_upstream_of_9C_support,24,190,12
77,divergent_warmup_replay,R,R,4375,0.145371,0.0,0.0,2.89867,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.094879,nan,0.0309,nan,nan,0,0,1,support_geometry_mixed,636,0,0
77,divergent_warmup_replay,R,R,1060,0.158491,0.0,0.0,0.668888,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.093541,nan,-0.090735,nan,nan,0,0,1,support_geometry_mixed,168,0,0
77,divergent_warmup_replay,R,R,4565,0.122673,0.153341,0.018401,2.78728,3.396508,0.002415,0.000216,0.000216,0.978214,0.15,0.018401,0.104102,0.103616,1.004695,0.032126,-0.008828,0.001021,0,0,1,h_not_upstream_of_9C_support,560,700,84
77,divergent_warmup_replay,R,RL,4375,0.145371,0.0,0.0,2.89867,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.094879,nan,0.0309,nan,nan,0,0,1,support_geometry_mixed,636,0,0
77,divergent_warmup_replay,R,RM,1060,0.158491,0.0,0.0,0.668888,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.093541,nan,-0.090735,nan,nan,0,0,1,support_geometry_mixed,168,0,0
77,divergent_warmup_replay,R,RR,4565,0.122673,0.153341,0.018401,2.78728,3.396508,0.002415,0.000216,0.000216,0.978214,0.15,0.018401,0.104102,0.103616,1.004695,0.032126,-0.008828,0.001021,0,1,1,RR_overlap_geometry_split,560,700,84
