seed,arm,event_type,subgraph,n_connections,n_tagged,tag_rate,h_tag_ratio,phi_tag_ratio,surprise_tag_ratio,novelty_tag_ratio,mean_h_tagged,mean_h_untagged,mean_phi_tagged,mean_phi_untagged,auc_novelty,auc_phi,auc_surprise,auc_pos,auc_neg,auc_inverted_h,auc_baseline_weight,auc_abs_dW,best_predictor,matched_phi_novelty_auc,matched_h_phi_auc,dW_l1_tagged,dW_l1_untagged,corr_abs_dW_tag_strength,subgraph_verdict
77,divergent_warmup_replay,ALL,RR,12782,84,0.006572,0.776235,0.903135,0.878667,1.078083,0.104102,0.134112,0.364827,0.403956,0.544463,0.459869,0.442485,0.576767,0.474703,0.585697,0.438652,1.0,abs_dW,0.541565,0.44337,0.000216,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,L,ALL,40365,325,0.008052,0.937883,0.899336,0.92752,1.048844,0.125242,0.133537,0.32529,0.3617,0.53326,0.456994,0.47306,0.471901,0.505565,0.527115,0.543457,1.0,abs_dW,0.499211,0.471551,0.0009,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,L,LL,8028,64,0.007972,1.153104,1.058538,1.032213,0.948675,0.138053,0.119723,0.352088,0.332618,0.485705,0.507404,0.493347,0.467724,0.495032,0.456792,0.616874,1.0,abs_dW,0.515865,0.45805,0.00028,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,L,LM,1881,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,L,LR,8046,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,L,ML,1818,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,L,MM,531,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,L,MR,2061,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,L,RL,7875,234,0.029714,0.910275,0.882919,0.903305,1.063845,0.126159,0.138595,0.331753,0.375745,0.540689,0.449373,0.458918,0.474701,0.499826,0.539741,0.522787,1.0,abs_dW,0.526581,0.46576,0.000601,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,L,RM,1908,27,0.014151,0.636249,0.562205,1.032657,1.252881,0.086929,0.136627,0.205754,0.365977,0.639416,0.331581,0.567409,0.459901,0.576191,0.644712,0.603225,1.0,abs_dW,0.381025,0.435885,1.9e-05,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,L,RR,8217,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,ALL,22425,168,0.007492,1.136802,1.023765,0.987891,0.984422,0.104005,0.091489,0.368863,0.3603,0.482749,0.514203,0.485922,0.482412,0.490793,0.423538,0.5,1.0,abs_dW,0.488238,0.528113,0.0004,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,R,LL,4460,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,LM,1045,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,LR,4470,72,0.016107,1.242627,1.099065,0.869089,0.924975,0.110503,0.088927,0.385198,0.350478,0.442689,0.543483,0.444921,0.453385,0.50643,0.387983,0.552189,1.0,abs_dW,0.455858,0.539902,0.000173,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,R,ML,1010,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,MM,295,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,MR,1145,12,0.01048,0.714588,0.84748,1.644283,1.23204,0.064327,0.090019,0.299103,0.352933,0.64747,0.422551,0.745146,0.745808,0.433583,0.602457,0.708002,1.0,abs_dW,0.514489,0.541852,1.1e-05,0.0,1.0,raw_9C_geometry_root
77,divergent_warmup_replay,R,RL,4375,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,RM,1060,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,divergent_warmup_replay,R,RR,4565,84,0.018401,1.004695,0.891428,0.8818,1.080763,0.104102,0.103616,0.364827,0.409261,0.545858,0.451504,0.44046,0.453672,0.483342,0.473903,0.425389,1.0,abs_dW,0.535482,0.422366,0.000216,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,ALL,62790,493,0.007852,1.007989,0.93778,0.902484,1.030071,0.109367,0.108501,0.339835,0.362383,0.521084,0.473302,0.479522,0.45426,0.516592,0.491829,0.528015,1.0,abs_dW,0.504188,0.464833,0.0013,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,LL,12488,64,0.005125,1.343001,1.104809,0.842126,0.947682,0.132969,0.099009,0.361187,0.326923,0.49417,0.509138,0.462108,0.369539,0.505325,0.395668,0.60695,1.0,abs_dW,0.539914,0.484049,0.00028,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,LM,2926,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,ALL,LR,12516,72,0.005753,0.928692,1.05837,0.974039,0.919659,0.098495,0.106058,0.374722,0.354056,0.440238,0.532066,0.52554,0.550034,0.583684,0.494777,0.567873,1.0,abs_dW,0.441199,0.508655,0.000173,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,ML,2828,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,ALL,MM,826,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,ALL,MR,3206,12,0.003743,0.524232,0.622804,1.036147,1.254725,0.055097,0.105101,0.218848,0.351392,0.658344,0.350005,0.559539,0.621034,0.44307,0.683156,0.715273,1.0,abs_dW,0.390496,0.483334,1.1e-05,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,RL,12250,234,0.019102,1.048757,0.891982,0.807182,1.074767,0.117748,0.112274,0.336713,0.377488,0.550118,0.454758,0.428824,0.392108,0.481661,0.485917,0.515077,1.0,abs_dW,0.540761,0.472632,0.000601,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,RM,2968,27,0.009097,0.800549,0.682843,1.269249,1.232147,0.087641,0.109476,0.250032,0.366164,0.626897,0.375156,0.62628,0.510837,0.513317,0.569245,0.596333,1.0,abs_dW,0.484941,0.517208,1.9e-05,0.0,1.0,raw_9C_geometry_root
77,exact_replay,ALL,RR,12782,84,0.006572,0.75999,0.854869,0.966038,1.075925,0.092094,0.121178,0.348513,0.40768,0.54036,0.431003,0.510769,0.552762,0.554234,0.588021,0.438661,1.0,abs_dW,0.498192,0.38086,0.000216,0.0,1.0,raw_9C_geometry_root
77,exact_replay,L,ALL,40365,325,0.008052,0.951076,0.920166,0.897265,1.045316,0.118244,0.124327,0.334331,0.363338,0.534001,0.46355,0.470515,0.475314,0.50707,0.523237,0.543457,1.0,abs_dW,0.502296,0.462734,0.0009,0.0,1.0,raw_9C_geometry_root
77,exact_replay,L,LL,8028,64,0.007972,1.171557,1.098776,0.895933,0.941578,0.132969,0.113498,0.361187,0.328718,0.488717,0.506973,0.480594,0.435599,0.520398,0.448018,0.616881,1.0,abs_dW,0.522366,0.481417,0.00028,0.0,1.0,raw_9C_geometry_root
77,exact_replay,L,LM,1881,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,L,LR,8046,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,L,ML,1818,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,L,MM,531,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,L,MR,2061,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,L,RL,7875,234,0.029714,0.912443,0.890818,0.856983,1.066931,0.117748,0.129047,0.336713,0.377981,0.544397,0.454312,0.448252,0.477766,0.499649,0.540766,0.522786,1.0,abs_dW,0.525339,0.45639,0.000601,0.0,1.0,raw_9C_geometry_root
77,exact_replay,L,RM,1908,27,0.014151,0.697612,0.677707,1.355792,1.223819,0.087641,0.12563,0.250032,0.368939,0.623742,0.371749,0.646543,0.542324,0.513045,0.618229,0.603225,1.0,abs_dW,0.447787,0.510193,1.9e-05,0.0,1.0,raw_9C_geometry_root
77,exact_replay,L,RR,8217,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,ALL,22425,168,0.007492,1.15201,0.971772,0.917303,0.99893,0.092195,0.08003,0.350484,0.360664,0.495274,0.49238,0.495367,0.443375,0.533377,0.416407,0.500001,1.0,abs_dW,0.506446,0.478082,0.0004,0.0,1.0,raw_9C_geometry_root
77,exact_replay,R,LL,4460,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,LM,1045,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,LR,4470,72,0.016107,1.263155,1.060661,0.883948,0.931439,0.098495,0.077976,0.374722,0.353291,0.449728,0.532897,0.484093,0.399456,0.54767,0.375464,0.552183,1.0,abs_dW,0.474534,0.520046,0.000173,0.0,1.0,raw_9C_geometry_root
77,exact_replay,R,ML,1010,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,MM,295,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,MR,1145,12,0.01048,0.708082,0.622803,0.938373,1.27406,0.055097,0.077812,0.218848,0.351392,0.671595,0.347529,0.525522,0.702339,0.445646,0.610032,0.708002,1.0,abs_dW,0.409192,0.517213,1.1e-05,0.0,1.0,raw_9C_geometry_root
77,exact_replay,R,RL,4375,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,RM,1060,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
77,exact_replay,R,RR,4565,84,0.018401,1.030593,0.855244,0.890913,1.095184,0.092094,0.08936,0.348513,0.407501,0.552529,0.431074,0.4725,0.419183,0.519779,0.460468,0.425397,1.0,abs_dW,0.528556,0.39542,0.000216,0.0,1.0,raw_9C_geometry_root
123,closed_loop,ALL,ALL,35880,225,0.006271,1.242339,1.158304,1.090196,0.888345,0.15529,0.124998,0.434436,0.375062,0.427814,0.566872,0.548909,0.44927,0.537084,0.399442,0.446048,1.0,abs_dW,0.440438,0.538711,0.0007,0.0,1.0,raw_9C_geometry_root
123,closed_loop,ALL,LL,7168,40,0.00558,1.34218,1.139978,0.913711,0.90142,0.184556,0.137505,0.475753,0.417336,0.44234,0.563899,0.485746,0.396479,0.466618,0.339306,0.485431,1.0,abs_dW,0.554953,0.541027,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,closed_loop,ALL,LM,2056,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,ALL,LR,7000,48,0.006857,1.224341,1.154664,1.266374,0.900401,0.15192,0.124083,0.427675,0.370389,0.439319,0.557549,0.594493,0.448195,0.549072,0.403811,0.337154,1.0,abs_dW,0.412894,0.553208,0.000129,0.0,1.0,raw_9C_geometry_root
123,closed_loop,ALL,ML,2016,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,ALL,MM,584,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,ALL,MR,1824,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,ALL,RL,6880,69,0.010029,1.108817,1.044038,1.040201,0.983272,0.137311,0.123836,0.387544,0.371197,0.480378,0.519654,0.528872,0.504418,0.496339,0.458402,0.512947,1.0,abs_dW,0.41601,0.591875,0.000233,0.0,1.0,raw_9C_geometry_root
123,closed_loop,ALL,RM,1696,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,ALL,RR,6656,68,0.010216,1.350376,1.325956,1.123294,0.770799,0.158698,0.117522,0.462486,0.348794,0.3552,0.625741,0.575119,0.44152,0.615605,0.367138,0.438746,1.0,abs_dW,0.378417,0.508442,0.000271,0.0,1.0,raw_9C_geometry_root
123,closed_loop,L,ALL,13455,109,0.008101,1.144508,1.108506,1.062926,0.930275,0.154649,0.135122,0.419914,0.378811,0.448092,0.550022,0.530734,0.505931,0.507445,0.434337,0.508886,1.0,abs_dW,0.449495,0.569335,0.0003,0.0,1.0,raw_9C_geometry_root
123,closed_loop,L,LL,2688,40,0.014881,1.243727,1.129382,0.980974,0.897922,0.184556,0.148389,0.475753,0.421251,0.440153,0.558997,0.505457,0.448584,0.491418,0.378918,0.490568,1.0,abs_dW,0.541156,0.532806,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,closed_loop,L,LM,771,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,LR,2625,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,ML,756,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,MM,219,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,MR,684,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,RL,2580,69,0.026744,1.026026,1.029843,1.089375,0.979965,0.137311,0.133828,0.387544,0.376313,0.477216,0.515396,0.540105,0.533508,0.514859,0.488021,0.518114,1.0,abs_dW,0.41599,0.589847,0.000233,0.0,1.0,raw_9C_geometry_root
123,closed_loop,L,RM,636,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,L,RR,2496,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,ALL,22425,116,0.005173,1.31067,1.201873,1.131072,0.847964,0.155894,0.118942,0.448081,0.372819,0.408047,0.581758,0.569267,0.413087,0.574015,0.376417,0.389321,1.0,abs_dW,0.425398,0.507107,0.0004,0.0,1.0,raw_9C_geometry_root
123,closed_loop,R,LL,4480,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,LM,1285,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,LR,4375,48,0.010971,1.288044,1.161515,1.231435,0.901849,0.15192,0.117946,0.427675,0.368204,0.440519,0.560064,0.58966,0.416556,0.537401,0.382887,0.334542,1.0,abs_dW,0.41528,0.554448,0.000129,0.0,1.0,raw_9C_geometry_root
123,closed_loop,R,ML,1260,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,MM,365,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,MR,1140,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,RL,4300,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,RM,1060,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,closed_loop,R,RR,4160,68,0.016346,1.423976,1.333914,1.122892,0.770818,0.158698,0.111447,0.462486,0.346714,0.355626,0.625579,0.583236,0.423621,0.618926,0.34584,0.435836,1.0,abs_dW,0.387655,0.528536,0.000271,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,ALL,ALL,35880,225,0.006271,1.241324,1.124167,1.295482,0.885563,0.163095,0.131388,0.422097,0.375475,0.427397,0.551221,0.603843,0.427942,0.594849,0.402099,0.446054,1.0,abs_dW,0.410318,0.485912,0.0007,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,ALL,LL,7168,40,0.00558,1.329844,1.082676,1.316597,0.893954,0.194443,0.146215,0.450345,0.415956,0.440878,0.543357,0.608989,0.369223,0.586606,0.347745,0.485438,1.0,abs_dW,0.454997,0.418255,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,ALL,LM,2056,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,ALL,LR,7000,48,0.006857,1.224262,1.164142,1.292641,0.896957,0.159872,0.130586,0.43476,0.37346,0.432936,0.563923,0.585818,0.410769,0.534546,0.404386,0.337166,1.0,abs_dW,0.452486,0.525479,0.000129,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,ALL,ML,2016,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,ALL,MM,584,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,ALL,MR,1824,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,ALL,RL,6880,69,0.010029,1.12072,0.965552,1.398009,0.971597,0.146161,0.130417,0.358807,0.371608,0.474929,0.488149,0.628987,0.485823,0.609989,0.454576,0.512955,1.0,abs_dW,0.368581,0.466953,0.000233,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,ALL,RM,1696,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,ALL,RR,6656,68,0.010216,1.344294,1.315448,1.128365,0.780348,0.164113,0.122081,0.460762,0.35027,0.366122,0.614618,0.575009,0.408463,0.6115,0.374741,0.43875,1.0,abs_dW,0.430224,0.50719,0.000271,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,L,ALL,13455,109,0.008101,1.161857,1.048113,1.388586,0.916237,0.163879,0.141049,0.392399,0.374386,0.441487,0.526792,0.627926,0.427735,0.613021,0.428774,0.508888,1.0,abs_dW,0.377819,0.492331,0.0003,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,L,LL,2688,40,0.014881,1.241372,1.099825,1.236458,0.889877,0.194443,0.156636,0.450345,0.40947,0.438085,0.551567,0.591881,0.385102,0.574783,0.383233,0.490568,1.0,abs_dW,0.459203,0.437251,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,L,LM,771,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,LR,2625,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,ML,756,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,MM,219,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,MR,684,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,RL,2580,69,0.026744,1.044596,0.977374,1.345313,0.968115,0.146161,0.139921,0.358807,0.367113,0.472224,0.493394,0.615275,0.472495,0.601521,0.480396,0.518138,1.0,abs_dW,0.360826,0.468576,0.000233,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,L,RM,636,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,L,RR,2496,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,ALL,22425,116,0.005173,1.292575,1.196412,1.189082,0.85581,0.162358,0.125608,0.450003,0.376127,0.413705,0.57437,0.577623,0.410537,0.568706,0.384456,0.389324,1.0,abs_dW,0.452057,0.480322,0.0004,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,R,LL,4480,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,LM,1285,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,LR,4375,48,0.010971,1.282523,1.158609,1.319113,0.898062,0.159872,0.124654,0.43476,0.375243,0.433793,0.561277,0.592014,0.393946,0.541363,0.384355,0.334551,1.0,abs_dW,0.448539,0.520082,0.000129,0.0,1.0,raw_9C_geometry_root
123,divergent_warmup_replay,R,ML,1260,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,MM,365,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,MR,1140,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,RL,4300,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,RM,1060,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,divergent_warmup_replay,R,RR,4160,68,0.016346,1.410527,1.318694,1.133012,0.780395,0.164113,0.116348,0.460762,0.349408,0.366637,0.616163,0.580365,0.424253,0.611491,0.355159,0.435836,1.0,abs_dW,0.458812,0.510492,0.000271,0.0,1.0,raw_9C_geometry_root
123,exact_replay,ALL,ALL,35880,225,0.006271,1.242339,1.158304,1.090196,0.888345,0.15529,0.124998,0.434436,0.375062,0.427814,0.566872,0.548909,0.44927,0.537084,0.399442,0.446048,1.0,abs_dW,0.440438,0.538711,0.0007,0.0,1.0,raw_9C_geometry_root
123,exact_replay,ALL,LL,7168,40,0.00558,1.34218,1.139978,0.913711,0.90142,0.184556,0.137505,0.475753,0.417336,0.44234,0.563899,0.485746,0.396479,0.466618,0.339306,0.485431,1.0,abs_dW,0.554953,0.541027,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,exact_replay,ALL,LM,2056,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,ALL,LR,7000,48,0.006857,1.224341,1.154664,1.266374,0.900401,0.15192,0.124083,0.427675,0.370389,0.439319,0.557549,0.594493,0.448195,0.549072,0.403811,0.337154,1.0,abs_dW,0.412894,0.553208,0.000129,0.0,1.0,raw_9C_geometry_root
123,exact_replay,ALL,ML,2016,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,ALL,MM,584,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,ALL,MR,1824,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,ALL,RL,6880,69,0.010029,1.108817,1.044038,1.040201,0.983272,0.137311,0.123836,0.387544,0.371197,0.480378,0.519654,0.528872,0.504418,0.496339,0.458402,0.512947,1.0,abs_dW,0.41601,0.591875,0.000233,0.0,1.0,raw_9C_geometry_root
123,exact_replay,ALL,RM,1696,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,ALL,RR,6656,68,0.010216,1.350376,1.325956,1.123294,0.770799,0.158698,0.117522,0.462486,0.348794,0.3552,0.625741,0.575119,0.44152,0.615605,0.367138,0.438746,1.0,abs_dW,0.378417,0.508442,0.000271,0.0,1.0,raw_9C_geometry_root
123,exact_replay,L,ALL,13455,109,0.008101,1.144508,1.108506,1.062926,0.930275,0.154649,0.135122,0.419914,0.378811,0.448092,0.550022,0.530734,0.505931,0.507445,0.434337,0.508886,1.0,abs_dW,0.449495,0.569335,0.0003,0.0,1.0,raw_9C_geometry_root
123,exact_replay,L,LL,2688,40,0.014881,1.243727,1.129382,0.980974,0.897922,0.184556,0.148389,0.475753,0.421251,0.440153,0.558997,0.505457,0.448584,0.491418,0.378918,0.490568,1.0,abs_dW,0.541156,0.532806,6.7e-05,0.0,1.0,raw_9C_geometry_root
123,exact_replay,L,LM,771,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,LR,2625,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,ML,756,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,MM,219,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,MR,684,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,RL,2580,69,0.026744,1.026026,1.029843,1.089375,0.979965,0.137311,0.133828,0.387544,0.376313,0.477216,0.515396,0.540105,0.533508,0.514859,0.488021,0.518114,1.0,abs_dW,0.41599,0.589847,0.000233,0.0,1.0,raw_9C_geometry_root
123,exact_replay,L,RM,636,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,L,RR,2496,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,ALL,22425,116,0.005173,1.31067,1.201873,1.131072,0.847964,0.155894,0.118942,0.448081,0.372819,0.408047,0.581758,0.569267,0.413087,0.574015,0.376417,0.389321,1.0,abs_dW,0.425398,0.507107,0.0004,0.0,1.0,raw_9C_geometry_root
123,exact_replay,R,LL,4480,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,LM,1285,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,LR,4375,48,0.010971,1.288044,1.161515,1.231435,0.901849,0.15192,0.117946,0.427675,0.368204,0.440519,0.560064,0.58966,0.416556,0.537401,0.382887,0.334542,1.0,abs_dW,0.41528,0.554448,0.000129,0.0,1.0,raw_9C_geometry_root
123,exact_replay,R,ML,1260,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,MM,365,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,MR,1140,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,RL,4300,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,RM,1060,0,0.0,,,,,,,,,,,,,,,,,nan,,,,,,null_or_insufficient
123,exact_replay,R,RR,4160,68,0.016346,1.423976,1.333914,1.122892,0.770818,0.158698,0.111447,0.462486,0.346714,0.355626,0.625579,0.583236,0.423621,0.618926,0.34584,0.435836,1.0,abs_dW,0.387655,0.528536,0.000271,0.0,1.0,raw_9C_geometry_root
999,closed_loop,ALL,ALL,53820,233,0.004329,1.285309,1.141126,1.262749,0.92179,0.134403,0.104568,0.365813,0.320572,0.431128,0.565934,0.566607,0.464322,0.522271,0.36908,0.476976,1.0,abs_dW,0.43414,0.535658,0.0011,0.0,1.0,raw_9C_geometry_root
999,closed_loop,ALL,LL,11172,81,0.00725,1.481306,1.369435,1.037536,0.815796,0.14657,0.098946,0.414211,0.302469,0.335751,0.648394,0.499686,0.424138,0.513109,0.302545,0.351526,1.0,abs_dW,0.451627,0.459195,0.000618,0.0,1.0,raw_9C_geometry_root
999,closed_loop,ALL,LM,3276,9,0.002747,0.695941,0.741992,0.936993,1.231975,0.078112,0.112239,0.253061,0.341056,0.675679,0.373227,0.485937,0.63235,0.327722,0.614529,0.792776,1.0,abs_dW,0.686544,0.635019,3e-06,0.0,1.0,raw_9C_geometry_root
999,closed_loop,ALL,LR,10380,12,0.001156,0.956905,1.029341,0.984026,0.960843,0.099609,0.104095,0.328234,0.318878,0.454001,0.519845,0.564775,0.6995,0.575256,0.483925,0.508697,1.0,abs_dW,0.403726,0.565225,0.000159,0.0,1.0,raw_9C_geometry_root
