seed,arm,capture_index,capture_step,capture_signal,mean_energy,trace_mass_at_capture,tag_mass,n_tagged_connections,slow_weight_delta_l1,tag_trace_alignment,tag_weighted_energy,tag_concentration,tag_effective_support,trace_concentration,trace_effective_support
42,divergent_warmup_replay,8,4509,1.0,0.3992685016444379,0.19344146798918785,0.0006271156657984913,42,6.271156657984915e-05,0.8807404867947775,0.5825552762802366,0.05332583943565301,18.752634943640704,0.05823764573686509,17.171023782765804
42,divergent_warmup_replay,9,5010,1.0,0.34520677531044797,0.25388051233082853,0.0007620573302060816,42,7.620573302060817e-05,0.8807248469901058,0.5869103474464425,0.05350351097723818,18.690362216143658,0.05666443958315137,17.64775240620822
77,closed_loop,0,2001,1.0,0.34605261338933757,0.11079757790197209,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,closed_loop,1,2502,1.0,0.34932481309254826,0.06713495948129308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,closed_loop,2,3003,1.0,0.3570921725875534,0.19485144038156207,0.0001950059037995018,71,1.950059037995018e-05,0.8127784135215359,0.3779618577042208,0.031849128545438685,31.398033342523476,0.04643859468792563,21.53381269868632
77,closed_loop,3,3504,1.0,0.35085099768087286,0.27208388088833513,0.00037138025881538285,79,3.713802588153828e-05,0.8926199219402878,0.37083235789731234,0.029199739523029747,34.24688083985485,0.04528121914757936,22.08421104433664
77,closed_loop,4,4005,1.0,0.3495934917604542,0.27521754383304337,0.0004358716034486226,79,4.358716034486226e-05,0.859870999821979,0.36646320592760473,0.02854223230660896,35.035802009377164,0.050301115419811804,19.880274853828308
77,closed_loop,5,4506,1.0,0.37278450509315414,0.2770060066600339,0.0004941941375307566,79,4.9419413753075674e-05,0.8682641252426011,0.3991801249366562,0.030354904106522307,32.94360596530864,0.05531773177311043,18.07738618245539
77,closed_loop,6,5007,1.0,0.36378625618974403,0.16784470730623402,0.00044707592328506885,79,4.4707592328506885e-05,0.868264125242601,0.35782330669765533,0.030354904106522296,32.94360596530865,0.055317731773110446,18.077386182455385
77,closed_loop,7,5508,1.0,0.35617301937725027,0.15740105719658382,0.0005042902539080924,79,5.0429025390809234e-05,0.9488785764788258,0.30501238565174915,0.028545315067049618,35.032018306720964,0.045856976175000376,21.806932846679175
77,closed_loop,8,6009,1.0,0.32143557958621227,0.19435305043472267,0.0006509814773368809,79,6.509814773368808e-05,0.7436955876479402,0.3139526304528901,0.02800848697337366,35.70346377334315,0.07434631359810644,13.450566028138207
77,closed_loop,9,6510,1.0,0.3440937543662466,0.16105567567565612,0.0006838474911270953,79,6.838474911270953e-05,0.7402198847308754,0.3273524123896298,0.028985951901993552,34.499470756771096,0.0875839230272372,11.417620556788897
77,closed_loop,10,7011,1.0,0.39389666398811457,0.09758756883912892,0.0006186470564167639,79,6.186470564167639e-05,0.7402198847308751,0.40213073294484186,0.028985951901993566,34.499470756771075,0.08758392302723718,11.4176205567889
77,exact_replay,0,2001,1.0,0.346053004211221,0.11079757790197209,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,exact_replay,1,2502,1.0,0.35816650656639193,0.06713495948129308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,exact_replay,2,3003,1.0,0.3640978337505576,0.19485144038156207,0.00019500590379948794,71,1.9500590379948792e-05,0.8127784135215373,0.4002001348756166,0.031849128545442675,31.39803334251954,0.04643859468792563,21.53381269868632
77,exact_replay,3,3504,1.0,0.3622367603633916,0.27208388088833513,0.00037138025881535645,79,3.713802588153564e-05,0.8926199219402892,0.39873822614593746,0.029199739523033397,34.246880839850576,0.04528121914757936,22.08421104433664
77,exact_replay,4,4005,1.0,0.3477810116155161,0.27521754383304337,0.00043587160344859876,79,4.358716034485987e-05,0.8598709998219821,0.33897890343215814,0.028542232306611688,35.03580200937382,0.050301115419811804,19.880274853828308
77,exact_replay,5,4506,1.0,0.3382788553389625,0.2770060066600339,0.0004941941375308043,79,4.941941375308044e-05,0.8682641252426293,0.3231430978158791,0.030354904106519018,32.94360596531221,0.05531773177311043,18.07738618245539
77,exact_replay,6,5007,1.0,0.36472341567167865,0.16784470730623402,0.0004470759232851119,79,4.4707592328511195e-05,0.8682641252426292,0.34807634294775186,0.030354904106519018,32.94360596531221,0.055317731773110446,18.077386182455385
77,exact_replay,7,5508,1.0,0.3432584683216019,0.15740105719658382,0.0005042902539081313,79,5.042902539081314e-05,0.9488785764788191,0.2772747320247441,0.028545315067046866,35.03201830672434,0.045856976175000376,21.806932846679175
77,exact_replay,8,6009,1.0,0.3435485779044376,0.19435305043472267,0.0006509814773368898,79,6.509814773368899e-05,0.7436955876479338,0.345007941726181,0.028008486973372687,35.70346377334439,0.07434631359810644,13.450566028138207
77,exact_replay,9,6510,1.0,0.3454173406855247,0.16105567567565612,0.0006838474911271033,79,6.838474911271034e-05,0.7402198847308724,0.32900953156921947,0.02898595190199261,34.49947075677222,0.0875839230272372,11.417620556788897
77,exact_replay,10,7011,1.0,0.3632255498216801,0.09758756883912892,0.0006186470564167712,79,6.186470564167713e-05,0.7402198847308722,0.38469536351005645,0.02898595190199262,34.499470756772205,0.08758392302723718,11.4176205567889
77,divergent_warmup_replay,0,1,1.0,0.3413029349364467,0.11079757790197209,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,divergent_warmup_replay,1,502,1.0,0.34178939474244674,0.06713495948129308,0.0,0,0.0,0.0,0.0,0.0,0.0,0.06578572260393638,15.200866699002614
77,divergent_warmup_replay,2,1003,1.0,0.3545820523407033,0.19485144038156207,0.00019500590379948794,71,1.9500590379948792e-05,0.8127784135215373,0.33754175561345584,0.031849128545442675,31.39803334251954,0.04643859468792563,21.53381269868632
77,divergent_warmup_replay,3,1504,1.0,0.33473158118704355,0.27208388088833513,0.00037138025881535645,79,3.713802588153564e-05,0.8926199219402892,0.37143163292950077,0.029199739523033397,34.246880839850576,0.04528121914757936,22.08421104433664
77,divergent_warmup_replay,4,2005,1.0,0.34544316393016716,0.27521754383304337,0.00043587160344859876,79,4.358716034485987e-05,0.8598709998219821,0.3284470177540693,0.028542232306611688,35.03580200937382,0.050301115419811804,19.880274853828308
77,divergent_warmup_replay,5,2506,1.0,0.34140350541638415,0.2770060066600339,0.0004941941375308043,79,4.941941375308044e-05,0.8682641252426293,0.35379358771870506,0.030354904106519018,32.94360596531221,0.05531773177311043,18.07738618245539
77,divergent_warmup_replay,6,3007,1.0,0.3540880126118599,0.16784470730623402,0.0004470759232851119,79,4.4707592328511195e-05,0.8682641252426292,0.3166378110707597,0.030354904106519018,32.94360596531221,0.055317731773110446,18.077386182455385
77,divergent_warmup_replay,7,3508,1.0,0.363223323595769,0.15740105719658382,0.0005042902539081313,79,5.042902539081314e-05,0.9488785764788191,0.34290457947072533,0.028545315067046866,35.03201830672434,0.045856976175000376,21.806932846679175
77,divergent_warmup_replay,8,4009,1.0,0.3792435412632246,0.19435305043472267,0.0006509814773368898,79,6.509814773368899e-05,0.7436955876479338,0.3697466210216758,0.028008486973372687,35.70346377334439,0.07434631359810644,13.450566028138207
77,divergent_warmup_replay,9,4510,1.0,0.3181727621820015,0.16105567567565612,0.0006838474911271033,79,6.838474911271034e-05,0.7402198847308724,0.3238690442568692,0.02898595190199261,34.49947075677222,0.0875839230272372,11.417620556788897
77,divergent_warmup_replay,10,5011,1.0,0.33867454643321615,0.09758756883912892,0.0006186470564167712,79,6.186470564167713e-05,0.7402198847308722,0.3601538879976501,0.02898595190199262,34.499470756772205,0.08758392302723718,11.4176205567889
