anomaly_variant,seed,condition,group,label,plasticity_rate,final_step,mean_activation,mean_energy,hard_active_ratio,weight_mean,weight_std,weight_abs_mean,activation_entropy,post_anomaly_mean_activation,elapsed_sec
delayed_asymmetric,77,normal,A_L,L then R,0.0001,120000,0.32004751569466655,0.3328856006816648,0.48333333333333334,0.004689161377862304,0.345770379609568,0.2999999999999996,2.4058179365048815,0.29957348163212977,563.3690803050995
delayed_asymmetric,77,normal,A_R,R then L,0.0001,120000,0.2971761820451255,0.36393225746934627,0.43666666666666665,0.004687669162296403,0.34577000712455164,0.3000000000000008,2.3071567059699842,0.2869855840691385,570.8762390613556
delayed_asymmetric,77,normal,C,repeat A_L,0.0001,120000,0.32004751569466655,0.3328856006816648,0.48333333333333334,0.004689161377862304,0.345770379609568,0.2999999999999996,2.4058179365048815,0.29957348163212977,568.2281000614166
delayed_asymmetric,77,normal,D_L,plasticity off (L then R),0.0,120000,0.37113381999731115,0.3457695108319157,0.49333333333333335,0.00688887870911202,0.580340173609918,0.5028209910834263,2.3139869499906647,0.3927501139861015,391.85536670684814
delayed_asymmetric,77,normal,D_R,plasticity off (R then L),0.0,120000,0.3769036338970292,0.3399254479179543,0.5066666666666667,0.00688887870911202,0.580340173609918,0.5028209910834263,2.396422495083847,0.3563301875313193,392.36616134643555
delayed_asymmetric,77,anomaly,A_L,L then R,0.0001,120000,0.308005288987456,0.35063904685543645,0.44666666666666666,0.004692355299043413,0.34577167170744966,0.3,2.376637787541905,0.28875250445335515,567.4861643314362
delayed_asymmetric,77,anomaly,A_R,R then L,0.0001,120000,0.31442553524553507,0.3458251309442389,0.46,0.004686750107656342,0.3457713296491059,0.3000000000000003,2.3993402193657865,0.28983531967691933,568.6382596492767
delayed_asymmetric,77,anomaly,C,repeat A_L,0.0001,120000,0.308005288987456,0.35063904685543645,0.44666666666666666,0.004692355299043413,0.34577167170744966,0.3,2.376637787541905,0.28875250445335515,569.1623115539551
delayed_asymmetric,77,anomaly,D_L,plasticity off (L then R),0.0,120000,0.36770156368964746,0.34363828754868325,0.4866666666666667,0.00688887870911202,0.580340173609918,0.5028209910834263,2.278330301400072,0.3644673712677797,393.67875504493713
delayed_asymmetric,77,anomaly,D_R,plasticity off (R then L),0.0,120000,0.36183972519123825,0.35253985239213537,0.4866666666666667,0.00688887870911202,0.580340173609918,0.5028209910834263,2.298884914507466,0.3622341006162911,369.137211561203
