seed,gap,tau_trace,rest_window,gate_mode,trace_gate_ref,gate_power,arm,target_event_update_l1,event_count_L,event_count_R,schedule_ok,mean_trace_mass,mean_gate_within,mean_gate_cross,within_pair_dW_L1,cross_pair_dW_L1,contamination_ratio,acc_dW_DI,acc_dW_LR,acc_dW_RL,final_DI,L_to_R_l1,R_to_L_l1,runtime_s
999,500,1000,5000,soft_trace_gate,0.03,1.0,simultaneous,0.0001,5,5,True,0.0006411467773533312,0.0213514595701744,0.021391658920047678,2.550959982293305e-06,2.550959982293305e-06,0.49999990199769784,-0.36451044863999144,1.6211082324296835e-06,3.480811732156927e-06,0.022045154602127703,0.20494267628661175,0.1961015933599342,772.9359767436981
999,500,1000,5000,soft_trace_gate,0.03,1.0,separated_control,0.0001,5,5,True,0.005555788845251521,0.19710101150372222,0.17030789901421134,9.431963935970574e-05,6.55520431358624e-05,0.41002910398250475,0.17994178577997413,9.431963935970574e-05,6.55520431358624e-05,0.022027694592684492,0.2049432643983406,0.19610900743859233,772.935980796814
