seed,unit_count,n_LR,n_RL,fast_LR_l1,fast_RL_l1,n_matched,raw_LR_l1,raw_RL_l1,raw_DI,dW_LR_l1,dW_RL_l1,dW_DI,raw_DI_per_conn,raw_DI_norm,raw_DI_matched,trace_src_LR_l1,trace_src_RL_l1,phi_tgt_LR_l1,phi_tgt_RL_l1,verdict,wall_time_s,nan_hit
42,300,946,938,470.64859419345606,461.6902105148896,938,9.792230099155393e-05,7.040199070467713e-05,0.16349577263064308,2.5796872780342595e-05,1.8546859901269475e-05,0.1634957699125698,0.15935923236695435,0.15412896899766518,0.16349577263064308,0.11549863181938977,0.17132902844809159,0.6534729459909563,0.3103482694460098,"geometry_projection_asymmetry: raw_DI=+0.1635 == dW_DI=+0.1635. L1 normalization is DI-invariant. Matched mask DI=+0.1635 not near zero — bias is inherent in trace×phi projection onto directed topology, not a connection-count or weight-mass artifact.",84.45329904556274,False
