seed,arm,event_type,subgraph,n_connections,dW_support_rate,tag_support_rate,phi_proxy_positive_rate,phi_proxy_dW_match_rate,phi_proxy_false_positive_rate,phi_proxy_false_negative_rate,tag_dW_match_rate,dW_l1,tag_delta_l1,mean_phi_dW_supported,mean_phi_dW_unsupported,mean_h_dW_supported,mean_h_dW_unsupported,h_support_ratio,phi_support_ratio,corr_h_dW_support,corr_phi_dW_support,support_geometry_verdict
77,divergent_warmup_replay,ALL,LM,2926,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.330156,nan,0.107416,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,LR,12516,0.005753,0.005753,1.0,0.005753,0.994247,0.0,1.0,0.000173,0.000173,0.385198,0.351912,0.110503,0.115664,0.955383,1.094586,-0.004683,0.010298,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,ML,2828,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.348394,nan,0.113727,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,MM,826,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.310935,nan,0.102439,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,MR,3206,0.003743,0.003743,1.0,0.003743,0.996257,0.0,1.0,1.1e-05,1.1e-05,0.299103,0.349121,0.064327,0.116069,0.55421,0.856733,-0.036376,-0.012225,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,RL,12250,0.019102,0.019102,1.0,0.019102,0.980898,0.0,1.0,0.000601,0.000601,0.331753,0.374987,0.126159,0.122678,1.028377,0.884704,0.005664,-0.024317,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,RM,2968,0.009097,0.009097,1.0,0.009097,0.990903,0.0,1.0,1.9e-05,1.9e-05,0.205754,0.366003,0.086929,0.121098,0.717838,0.562164,-0.037234,-0.061041,proxy_phi_support_insufficient
77,divergent_warmup_replay,ALL,RR,12782,0.006572,0.006572,1.0,0.006572,0.993428,0.0,1.0,0.000216,0.000216,0.364827,0.403956,0.104102,0.134112,0.776235,0.903135,-0.028445,-0.012914,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,ALL,40365,0.008052,0.008052,1.0,0.008052,0.991948,0.0,1.0,0.0009,0.0009,0.32529,0.3617,0.125242,0.133537,0.937883,0.899336,-0.008152,-0.013284,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,LL,8028,0.007972,0.007972,1.0,0.007972,0.992028,0.0,1.0,0.00028,0.00028,0.352088,0.332618,0.138053,0.119723,1.153104,1.058538,0.018824,0.007246,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,LM,1881,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.333994,nan,0.121031,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,LR,8046,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.352696,nan,0.130278,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,ML,1818,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.348084,nan,0.128126,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,MM,531,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.309637,nan,0.115188,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,MR,2061,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.347026,nan,0.13039,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,RL,7875,0.029714,0.029714,1.0,0.029714,0.970286,0.0,1.0,0.000601,0.000601,0.331753,0.375745,0.126159,0.138595,0.910275,0.882919,-0.023432,-0.030832,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,RM,1908,0.014151,0.014151,1.0,0.014151,0.985849,0.0,1.0,1.9e-05,1.9e-05,0.205754,0.365977,0.086929,0.136627,0.636249,0.562205,-0.062647,-0.076592,proxy_phi_support_insufficient
77,divergent_warmup_replay,L,RR,8217,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.401063,nan,0.150743,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,ALL,22425,0.007492,0.007492,1.0,0.007492,0.992508,0.0,1.0,0.0004,0.0004,0.368863,0.3603,0.104005,0.091489,1.136802,1.023765,0.016956,0.002978,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,LL,4460,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.322553,nan,0.082026,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,LM,1045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.323248,nan,0.082908,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,LR,4470,0.016107,0.016107,1.0,0.016107,0.983893,0.0,1.0,0.000173,0.000173,0.385198,0.350478,0.110503,0.088927,1.242627,1.099065,0.043303,0.017729,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,ML,1010,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.348951,nan,0.08781,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,MM,295,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.313271,nan,0.079493,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,MR,1145,0.01048,0.01048,1.0,0.01048,0.98952,0.0,1.0,1.1e-05,1.1e-05,0.299103,0.352933,0.064327,0.090019,0.714588,0.84748,-0.039995,-0.021799,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,RL,4375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.373663,nan,0.094879,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,RM,1060,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.36605,nan,0.093541,nan,nan,nan,nan,proxy_phi_support_insufficient
77,divergent_warmup_replay,R,RR,4565,0.018401,0.018401,1.0,0.018401,0.981599,0.0,1.0,0.000216,0.000216,0.364827,0.409261,0.104102,0.103616,1.004695,0.891428,0.001021,-0.023836,proxy_phi_support_insufficient
77,exact_replay,ALL,ALL,62790,0.007852,0.007852,1.0,0.007852,0.992148,0.0,1.0,0.0013,0.0013,0.339835,0.362383,0.109367,0.108501,1.007989,0.93778,0.000984,-0.008095,proxy_phi_support_insufficient
77,exact_replay,ALL,LL,12488,0.005125,0.005125,1.0,0.005125,0.994875,0.0,1.0,0.00028,0.00028,0.361187,0.326923,0.132969,0.099009,1.343001,1.104809,0.032701,0.0103,proxy_phi_support_insufficient
77,exact_replay,ALL,LM,2926,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.329637,nan,0.099247,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,ALL,LR,12516,0.005753,0.005753,1.0,0.005753,0.994247,0.0,1.0,0.000173,0.000173,0.374722,0.354056,0.098495,0.106058,0.928692,1.05837,-0.007485,0.006385,proxy_phi_support_insufficient
77,exact_replay,ALL,ML,2828,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.346035,nan,0.104598,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,ALL,MM,826,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.306103,nan,0.094095,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,ALL,MR,3206,0.003743,0.003743,1.0,0.003743,0.996257,0.0,1.0,1.1e-05,1.1e-05,0.218848,0.351392,0.055097,0.105101,0.524232,0.622804,-0.038484,-0.032445,proxy_phi_support_insufficient
77,exact_replay,ALL,RL,12250,0.019102,0.019102,1.0,0.019102,0.980898,0.0,1.0,0.000601,0.000601,0.336713,0.377488,0.117748,0.112274,1.048757,0.891982,0.009659,-0.02302,proxy_phi_support_insufficient
77,exact_replay,ALL,RM,2968,0.009097,0.009097,1.0,0.009097,0.990903,0.0,1.0,1.9e-05,1.9e-05,0.250032,0.366164,0.087641,0.109476,0.800549,0.682843,-0.026131,-0.044537,proxy_phi_support_insufficient
77,exact_replay,ALL,RR,12782,0.006572,0.006572,1.0,0.006572,0.993428,0.0,1.0,0.000216,0.000216,0.348513,0.40768,0.092094,0.121178,0.75999,0.854869,-0.029889,-0.019503,proxy_phi_support_insufficient
77,exact_replay,L,ALL,40365,0.008052,0.008052,1.0,0.008052,0.991948,0.0,1.0,0.0009,0.0009,0.334331,0.363338,0.118244,0.124327,0.951076,0.920166,-0.006492,-0.010529,proxy_phi_support_insufficient
77,exact_replay,L,LL,8028,0.007972,0.007972,1.0,0.007972,0.992028,0.0,1.0,0.00028,0.00028,0.361187,0.328718,0.132969,0.113498,1.171557,1.098776,0.021566,0.012081,proxy_phi_support_insufficient
77,exact_replay,L,LM,1881,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.3313,nan,0.113728,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,L,LR,8046,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.354474,nan,0.121408,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,L,ML,1818,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.34791,nan,0.119918,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,L,MM,531,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.311328,nan,0.107674,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,L,MR,2061,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.351391,nan,0.120102,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,L,RL,7875,0.029714,0.029714,1.0,0.029714,0.970286,0.0,1.0,0.000601,0.000601,0.336713,0.377981,0.117748,0.129047,0.912443,0.890818,-0.02304,-0.028896,proxy_phi_support_insufficient
77,exact_replay,L,RM,1908,0.014151,0.014151,1.0,0.014151,0.985849,0.0,1.0,1.9e-05,1.9e-05,0.250032,0.368939,0.087641,0.12563,0.697612,0.677707,-0.05243,-0.056738,proxy_phi_support_insufficient
77,exact_replay,L,RR,8217,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.407778,nan,0.138529,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,ALL,22425,0.007492,0.007492,1.0,0.007492,0.992508,0.0,1.0,0.0004,0.0004,0.350484,0.360664,0.092195,0.08003,1.15201,0.971772,0.019036,-0.003582,proxy_phi_support_insufficient
77,exact_replay,R,LL,4460,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.323718,nan,0.073137,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,LM,1045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.326645,nan,0.073181,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,LR,4470,0.016107,0.016107,1.0,0.016107,0.983893,0.0,1.0,0.000173,0.000173,0.374722,0.353291,0.098495,0.077976,1.263155,1.060661,0.04766,0.011057,proxy_phi_support_insufficient
77,exact_replay,R,ML,1010,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.34266,nan,0.077021,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,MM,295,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.296698,nan,0.069652,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,MR,1145,0.01048,0.01048,1.0,0.01048,0.98952,0.0,1.0,1.1e-05,1.1e-05,0.218848,0.351392,0.055097,0.077812,0.708082,0.622803,-0.041109,-0.05447,proxy_phi_support_insufficient
77,exact_replay,R,RL,4375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.376626,nan,0.082979,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,RM,1060,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.36124,nan,0.08081,nan,nan,nan,nan,proxy_phi_support_insufficient
77,exact_replay,R,RR,4565,0.018401,0.018401,1.0,0.018401,0.981599,0.0,1.0,0.000216,0.000216,0.348513,0.407501,0.092094,0.08936,1.030593,0.855244,0.006585,-0.032215,proxy_phi_support_insufficient
123,closed_loop,ALL,ALL,35880,0.006271,0.006271,1.0,0.006271,0.993729,0.0,1.0,0.0007,0.0007,0.434436,0.375062,0.15529,0.124998,1.242339,1.158304,0.028346,0.018506,proxy_phi_support_insufficient
123,closed_loop,ALL,LL,7168,0.00558,0.00558,1.0,0.00558,0.99442,0.0,1.0,6.7e-05,6.7e-05,0.475753,0.417336,0.184556,0.137505,1.34218,1.139978,0.040526,0.016862,proxy_phi_support_insufficient
123,closed_loop,ALL,LM,2056,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.373689,nan,0.123393,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,ALL,LR,7000,0.006857,0.006857,1.0,0.006857,0.993143,0.0,1.0,0.000129,0.000129,0.427675,0.370389,0.15192,0.124083,1.224341,1.154664,0.027411,0.018729,proxy_phi_support_insufficient
123,closed_loop,ALL,ML,2016,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.376348,nan,0.125097,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,ALL,MM,584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.363186,nan,0.120012,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,ALL,MR,1824,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.359011,nan,0.11994,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,ALL,RL,6880,0.010029,0.010029,1.0,0.010029,0.989971,0.0,1.0,0.000233,0.000233,0.387544,0.371197,0.137311,0.123836,1.108817,1.044038,0.016216,0.006548,proxy_phi_support_insufficient
123,closed_loop,ALL,RM,1696,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.355592,nan,0.118888,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,ALL,RR,6656,0.010216,0.010216,1.0,0.010216,0.989784,0.0,1.0,0.000271,0.000271,0.462486,0.348794,0.158698,0.117522,1.350376,1.325956,0.050089,0.045902,proxy_phi_support_insufficient
123,closed_loop,L,ALL,13455,0.008101,0.008101,1.0,0.008101,0.991899,0.0,1.0,0.0003,0.0003,0.419914,0.378811,0.154649,0.135122,1.144508,1.108506,0.019756,0.014571,proxy_phi_support_insufficient
123,closed_loop,L,LL,2688,0.014881,0.014881,1.0,0.014881,0.985119,0.0,1.0,6.7e-05,6.7e-05,0.475753,0.421251,0.184556,0.148389,1.243727,1.129382,0.048399,0.025613,proxy_phi_support_insufficient
123,closed_loop,L,LM,771,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.376894,nan,0.133404,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,LR,2625,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.37399,nan,0.134199,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,ML,756,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.378369,nan,0.135136,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,MM,219,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.368309,nan,0.129755,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,MR,684,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.36456,nan,0.129686,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,RL,2580,0.026744,0.026744,1.0,0.026744,0.973256,0.0,1.0,0.000233,0.000233,0.387544,0.376313,0.137311,0.133828,1.026026,1.029843,0.006465,0.007314,proxy_phi_support_insufficient
123,closed_loop,L,RM,636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.358073,nan,0.128561,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,L,RR,2496,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.352206,nan,0.12748,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,ALL,22425,0.005173,0.005173,1.0,0.005173,0.994827,0.0,1.0,0.0004,0.0004,0.448081,0.372819,0.155894,0.118942,1.31067,1.201873,0.032681,0.021299,proxy_phi_support_insufficient
123,closed_loop,R,LL,4480,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.415022,nan,0.131071,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,LM,1285,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.371767,nan,0.117387,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,LR,4375,0.010971,0.010971,1.0,0.010971,0.989029,0.0,1.0,0.000129,0.000129,0.427675,0.368204,0.15192,0.117946,1.288044,1.161515,0.043927,0.02448,proxy_phi_support_insufficient
123,closed_loop,R,ML,1260,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.375135,nan,0.119073,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,MM,365,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.360112,nan,0.114166,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,MR,1140,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.355681,nan,0.114091,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,RL,4300,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.368209,nan,0.118001,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,RM,1060,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.354104,nan,0.113084,nan,nan,nan,nan,proxy_phi_support_insufficient
123,closed_loop,R,RR,4160,0.016346,0.016346,1.0,0.016346,0.983654,0.0,1.0,0.000271,0.000271,0.462486,0.346714,0.158698,0.111447,1.423976,1.333914,0.075454,0.058817,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,ALL,35880,0.006271,0.006271,1.0,0.006271,0.993729,0.0,1.0,0.0007,0.0007,0.422097,0.375475,0.163095,0.131388,1.241324,1.124167,0.02828,0.014472,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,LL,7168,0.00558,0.00558,1.0,0.00558,0.99442,0.0,1.0,6.7e-05,6.7e-05,0.450345,0.415956,0.194443,0.146215,1.329844,1.082676,0.039803,0.009858,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,LM,2056,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.371819,nan,0.129791,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,LR,7000,0.006857,0.006857,1.0,0.006857,0.993143,0.0,1.0,0.000129,0.000129,0.43476,0.37346,0.159872,0.130586,1.224262,1.164142,0.027379,0.019985,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,ML,2016,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.37493,nan,0.131017,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,MM,584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.361812,nan,0.125705,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,MR,1824,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.357172,nan,0.124788,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,RL,6880,0.010029,0.010029,1.0,0.010029,0.989971,0.0,1.0,0.000233,0.000233,0.358807,0.371608,0.146161,0.130417,1.12072,0.965552,0.0181,-0.005102,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,RM,1696,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.356514,nan,0.12384,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,ALL,RR,6656,0.010216,0.010216,1.0,0.010216,0.989784,0.0,1.0,0.000271,0.000271,0.460762,0.35027,0.164113,0.122081,1.344294,1.315448,0.04867,0.044779,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,ALL,13455,0.008101,0.008101,1.0,0.008101,0.991899,0.0,1.0,0.0003,0.0003,0.392399,0.374386,0.163879,0.141049,1.161857,1.048113,0.022076,0.006381,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,LL,2688,0.014881,0.014881,1.0,0.014881,0.985119,0.0,1.0,6.7e-05,6.7e-05,0.450345,0.40947,0.194443,0.156636,1.241372,1.099825,0.048601,0.01904,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,LM,771,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.378255,nan,0.139361,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,LR,2625,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.37052,nan,0.140365,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,ML,756,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.378858,nan,0.140743,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,MM,219,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.378788,nan,0.135138,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,MR,684,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.363144,nan,0.133993,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,RL,2580,0.026744,0.026744,1.0,0.026744,0.973256,0.0,1.0,0.000233,0.000233,0.358807,0.367113,0.146161,0.139921,1.044596,0.977374,0.011093,-0.005361,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,RM,636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.362653,nan,0.13303,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,L,RR,2496,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.351684,nan,0.131479,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,ALL,22425,0.005173,0.005173,1.0,0.005173,0.994827,0.0,1.0,0.0004,0.0004,0.450003,0.376127,0.162358,0.125608,1.292575,1.196412,0.03088,0.020777,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,LL,4480,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.419789,nan,0.140056,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,LM,1285,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.367957,nan,0.124049,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,LR,4375,0.010971,0.010971,1.0,0.010971,0.989029,0.0,1.0,0.000129,0.000129,0.43476,0.375243,0.159872,0.124654,1.282523,1.158609,0.043095,0.024453,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,ML,1260,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.372573,nan,0.125181,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,MM,365,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.351627,nan,0.120045,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,MR,1140,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.353589,nan,0.119265,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,RL,4300,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.374233,nan,0.124867,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,RM,1060,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.35283,nan,0.118326,nan,nan,nan,nan,proxy_phi_support_insufficient
123,divergent_warmup_replay,R,RR,4160,0.016346,0.016346,1.0,0.016346,0.983654,0.0,1.0,0.000271,0.000271,0.460762,0.349408,0.164113,0.116348,1.410527,1.318694,0.072365,0.056567,proxy_phi_support_insufficient
123,exact_replay,ALL,ALL,35880,0.006271,0.006271,1.0,0.006271,0.993729,0.0,1.0,0.0007,0.0007,0.434436,0.375062,0.15529,0.124998,1.242339,1.158304,0.028346,0.018506,proxy_phi_support_insufficient
123,exact_replay,ALL,LL,7168,0.00558,0.00558,1.0,0.00558,0.99442,0.0,1.0,6.7e-05,6.7e-05,0.475753,0.417336,0.184556,0.137505,1.34218,1.139978,0.040526,0.016862,proxy_phi_support_insufficient
123,exact_replay,ALL,LM,2056,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.373689,nan,0.123393,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,ALL,LR,7000,0.006857,0.006857,1.0,0.006857,0.993143,0.0,1.0,0.000129,0.000129,0.427675,0.370389,0.15192,0.124083,1.224341,1.154664,0.027411,0.018729,proxy_phi_support_insufficient
123,exact_replay,ALL,ML,2016,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.376348,nan,0.125097,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,ALL,MM,584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.363186,nan,0.120012,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,ALL,MR,1824,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.359011,nan,0.11994,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,ALL,RL,6880,0.010029,0.010029,1.0,0.010029,0.989971,0.0,1.0,0.000233,0.000233,0.387544,0.371197,0.137311,0.123836,1.108817,1.044038,0.016216,0.006548,proxy_phi_support_insufficient
123,exact_replay,ALL,RM,1696,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.355592,nan,0.118888,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,ALL,RR,6656,0.010216,0.010216,1.0,0.010216,0.989784,0.0,1.0,0.000271,0.000271,0.462486,0.348794,0.158698,0.117522,1.350376,1.325956,0.050089,0.045902,proxy_phi_support_insufficient
123,exact_replay,L,ALL,13455,0.008101,0.008101,1.0,0.008101,0.991899,0.0,1.0,0.0003,0.0003,0.419914,0.378811,0.154649,0.135122,1.144508,1.108506,0.019756,0.014571,proxy_phi_support_insufficient
123,exact_replay,L,LL,2688,0.014881,0.014881,1.0,0.014881,0.985119,0.0,1.0,6.7e-05,6.7e-05,0.475753,0.421251,0.184556,0.148389,1.243727,1.129382,0.048399,0.025613,proxy_phi_support_insufficient
