seed,arm,event_type,subgraph,n_connections,dW_support_rate,tag_support_rate,phi_proxy_positive_rate,phi_proxy_dW_match_rate,phi_proxy_false_positive_rate,phi_proxy_false_negative_rate,tag_dW_match_rate,dW_l1,tag_delta_l1,mean_phi_dW_supported,mean_phi_dW_unsupported,mean_h_dW_supported,mean_h_dW_unsupported,h_support_ratio,phi_support_ratio,corr_h_dW_support,corr_phi_dW_support,support_geometry_verdict
123,exact_replay,L,LM,771,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.376894,nan,0.133404,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,LR,2625,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.37399,nan,0.134199,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,ML,756,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.378369,nan,0.135136,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,MM,219,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.368309,nan,0.129755,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,MR,684,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.36456,nan,0.129686,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,RL,2580,0.026744,0.026744,1.0,0.026744,0.973256,0.0,1.0,0.000233,0.000233,0.387544,0.376313,0.137311,0.133828,1.026026,1.029843,0.006465,0.007314,proxy_phi_support_insufficient
123,exact_replay,L,RM,636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.358073,nan,0.128561,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,L,RR,2496,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.352206,nan,0.12748,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,ALL,22425,0.005173,0.005173,1.0,0.005173,0.994827,0.0,1.0,0.0004,0.0004,0.448081,0.372819,0.155894,0.118942,1.31067,1.201873,0.032681,0.021299,proxy_phi_support_insufficient
123,exact_replay,R,LL,4480,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.415022,nan,0.131071,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,LM,1285,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.371767,nan,0.117387,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,LR,4375,0.010971,0.010971,1.0,0.010971,0.989029,0.0,1.0,0.000129,0.000129,0.427675,0.368204,0.15192,0.117946,1.288044,1.161515,0.043927,0.02448,proxy_phi_support_insufficient
123,exact_replay,R,ML,1260,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.375135,nan,0.119073,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,MM,365,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.360112,nan,0.114166,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,MR,1140,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.355681,nan,0.114091,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,RL,4300,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.368209,nan,0.118001,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,RM,1060,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.354104,nan,0.113084,nan,nan,nan,nan,proxy_phi_support_insufficient
123,exact_replay,R,RR,4160,0.016346,0.016346,1.0,0.016346,0.983654,0.0,1.0,0.000271,0.000271,0.462486,0.346714,0.158698,0.111447,1.423976,1.333914,0.075454,0.058817,proxy_phi_support_insufficient
999,closed_loop,ALL,ALL,53820,0.004329,0.004329,1.0,0.004329,0.995671,0.0,1.0,0.0011,0.0011,0.365813,0.320572,0.134403,0.104568,1.285309,1.141126,0.025276,0.012549,proxy_phi_support_insufficient
999,closed_loop,ALL,LL,11172,0.00725,0.00725,1.0,0.00725,0.99275,0.0,1.0,0.000618,0.000618,0.414211,0.302469,0.14657,0.098946,1.481306,1.369435,0.053975,0.040922,proxy_phi_support_insufficient
999,closed_loop,ALL,LM,3276,0.002747,0.002747,1.0,0.002747,0.997253,0.0,1.0,3e-06,3e-06,0.253061,0.341056,0.078112,0.112239,0.695941,0.741992,-0.023251,-0.019641,proxy_phi_support_insufficient
999,closed_loop,ALL,LR,10380,0.001156,0.001156,1.0,0.001156,0.998844,0.0,1.0,0.000159,0.000159,0.328234,0.318878,0.099609,0.104095,0.956905,1.029341,-0.002005,0.001364,proxy_phi_support_insufficient
999,closed_loop,ALL,ML,3540,0.005085,0.005085,1.0,0.005085,0.994915,0.0,1.0,1.3e-05,1.3e-05,0.283011,0.328664,0.0884,0.107905,0.819243,0.861096,-0.017133,-0.013186,proxy_phi_support_insufficient
999,closed_loop,ALL,MM,1008,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.338915,nan,0.110293,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,ALL,MR,2892,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.351673,nan,0.11454,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,ALL,RL,9816,0.009984,0.009984,1.0,0.009984,0.990016,0.0,1.0,0.000266,0.000266,0.366888,0.324143,0.14677,0.105173,1.395511,1.131871,0.052476,0.017717,proxy_phi_support_insufficient
999,closed_loop,ALL,RM,3192,0.002506,0.002506,1.0,0.002506,0.997494,0.0,1.0,3e-06,3e-06,0.359532,0.323439,0.111965,0.105176,1.064555,1.111591,0.004199,0.007393,proxy_phi_support_insufficient
999,closed_loop,ALL,RR,8544,0.000819,0.000819,1.0,0.000819,0.999181,0.0,1.0,3.9e-05,3.9e-05,0.220201,0.317134,0.096422,0.103166,0.934628,0.694346,-0.002508,-0.011809,proxy_phi_support_insufficient
999,closed_loop,L,ALL,44850,0.004749,0.004749,1.0,0.004749,0.995251,0.0,1.0,0.0009,0.0009,0.37432,0.321361,0.138203,0.106704,1.295203,1.164796,0.027036,0.015424,proxy_phi_support_insufficient
999,closed_loop,L,LL,9310,0.0087,0.0087,1.0,0.0087,0.9913,0.0,1.0,0.000618,0.000618,0.414211,0.30329,0.14657,0.100922,1.452305,1.365728,0.05481,0.044687,proxy_phi_support_insufficient
999,closed_loop,L,LM,2730,0.003297,0.003297,1.0,0.003297,0.996703,0.0,1.0,3e-06,3e-06,0.253061,0.343515,0.078112,0.114549,0.681911,0.73668,-0.026262,-0.022145,proxy_phi_support_insufficient
999,closed_loop,L,LR,8650,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.319545,nan,0.106241,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,L,ML,2950,0.006102,0.006102,1.0,0.006102,0.993898,0.0,1.0,1.3e-05,1.3e-05,0.283011,0.330014,0.0884,0.110152,0.802529,0.857573,-0.020249,-0.014938,proxy_phi_support_insufficient
999,closed_loop,L,MM,840,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.342899,nan,0.112619,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,L,MR,2410,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.352049,nan,0.116916,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,L,RL,8180,0.01198,0.01198,1.0,0.01198,0.98802,0.0,1.0,0.000266,0.000266,0.366888,0.324123,0.14677,0.107299,1.367858,1.131943,0.052725,0.019429,proxy_phi_support_insufficient
999,closed_loop,L,RM,2660,0.002632,0.002632,1.0,0.002632,0.997368,0.0,1.0,1e-06,1e-06,0.407474,0.325382,0.126783,0.107321,1.181352,1.252291,0.011941,0.017246,proxy_phi_support_insufficient
999,closed_loop,L,RR,7120,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.317401,nan,0.105284,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,ALL,8970,0.00223,0.00223,1.0,0.00223,0.99777,0.0,1.0,0.0002,0.0002,0.275207,0.316634,0.093925,0.093917,1.000086,0.869165,6e-06,-0.00815,proxy_phi_support_insufficient
999,closed_loop,R,LL,1862,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.2984,nan,0.089153,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,LM,546,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.328801,nan,0.100731,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,LR,1730,0.006936,0.006936,1.0,0.006936,0.993064,0.0,1.0,0.000159,0.000159,0.328234,0.315517,0.099609,0.093291,1.06772,1.040305,0.008672,0.004441,proxy_phi_support_insufficient
999,closed_loop,R,ML,590,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.321953,nan,0.096737,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,MM,168,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.318994,nan,0.098661,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,MR,482,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.349794,nan,0.102661,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,RL,1636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.324244,nan,0.094669,nan,nan,nan,nan,proxy_phi_support_insufficient
999,closed_loop,R,RM,532,0.00188,0.00188,1.0,0.00188,0.99812,0.0,1.0,2e-06,2e-06,0.023938,0.313728,0.008239,0.094459,0.087219,0.076302,-0.057565,-0.051233,proxy_phi_support_insufficient
999,closed_loop,R,RR,1424,0.004916,0.004916,1.0,0.004916,0.995084,0.0,1.0,3.9e-05,3.9e-05,0.220201,0.315792,0.096422,0.092527,1.042095,0.697297,0.004441,-0.028525,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,ALL,53820,0.004329,0.004329,1.0,0.004329,0.995671,0.0,1.0,0.0011,0.0011,0.389881,0.33174,0.14104,0.108537,1.299466,1.175259,0.02641,0.015903,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,LL,11172,0.00725,0.00725,1.0,0.00725,0.99275,0.0,1.0,0.000618,0.000618,0.407634,0.307684,0.153275,0.101901,1.504157,1.324845,0.055733,0.036312,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,LM,3276,0.002747,0.002747,1.0,0.002747,0.997253,0.0,1.0,3e-06,3e-06,0.230147,0.356475,0.085293,0.115507,0.738418,0.645619,-0.019763,-0.028042,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,LR,10380,0.001156,0.001156,1.0,0.001156,0.998844,0.0,1.0,0.000159,0.000159,0.344067,0.330346,0.098265,0.108195,0.908222,1.041534,-0.004259,0.001978,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,ML,3540,0.005085,0.005085,1.0,0.005085,0.994915,0.0,1.0,1.3e-05,1.3e-05,0.399755,0.340072,0.116631,0.11155,1.04555,1.175504,0.004285,0.017186,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,MM,1008,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.361792,nan,0.115591,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,MR,2892,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.365988,nan,0.120069,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,RL,9816,0.009984,0.009984,1.0,0.009984,0.990016,0.0,1.0,0.000266,0.000266,0.39893,0.334096,0.150473,0.109206,1.377883,1.194058,0.050006,0.026461,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,RM,3192,0.002506,0.002506,1.0,0.002506,0.997494,0.0,1.0,3e-06,3e-06,0.38327,0.337187,0.134945,0.109377,1.23376,1.136672,0.015189,0.009146,proxy_phi_support_insufficient
999,divergent_warmup_replay,ALL,RR,8544,0.000819,0.000819,1.0,0.000819,0.999181,0.0,1.0,3.9e-05,3.9e-05,0.323838,0.33192,0.082147,0.107851,0.761669,0.97565,-0.00917,-0.000965,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,ALL,44850,0.004749,0.004749,1.0,0.004749,0.995251,0.0,1.0,0.0009,0.0009,0.396422,0.331243,0.146018,0.110747,1.318479,1.19677,0.029103,0.018705,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,LL,9310,0.0087,0.0087,1.0,0.0087,0.9913,0.0,1.0,0.000618,0.000618,0.407634,0.3065,0.153275,0.103946,1.474567,1.329962,0.056842,0.040305,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,LM,2730,0.003297,0.003297,1.0,0.003297,0.996703,0.0,1.0,3e-06,3e-06,0.230147,0.356034,0.085293,0.117902,0.723418,0.646418,-0.02263,-0.030608,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,LR,8650,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.329477,nan,0.110428,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,ML,2950,0.006102,0.006102,1.0,0.006102,0.993898,0.0,1.0,1.3e-05,1.3e-05,0.399755,0.339825,0.116631,0.113841,1.024503,1.176357,0.002499,0.018905,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,MM,840,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.363503,nan,0.11798,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,MR,2410,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.366921,nan,0.122486,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,RL,8180,0.01198,0.01198,1.0,0.01198,0.98802,0.0,1.0,0.000266,0.000266,0.39893,0.332957,0.150473,0.111417,1.350542,1.198144,0.050226,0.0296,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,RM,2660,0.002632,0.002632,1.0,0.002632,0.997368,0.0,1.0,1e-06,1e-06,0.436771,0.337919,0.153323,0.111566,1.374279,1.292532,0.024654,0.020076,proxy_phi_support_insufficient
999,divergent_warmup_replay,L,RR,7120,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.332136,nan,0.110053,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,ALL,8970,0.00223,0.00223,1.0,0.00223,0.99777,0.0,1.0,0.0002,0.0002,0.320222,0.334221,0.088025,0.097513,0.902696,0.958114,-0.006815,-0.002725,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,LL,1862,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.313553,nan,0.091765,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,LM,546,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.358672,nan,0.103572,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,LR,1730,0.006936,0.006936,1.0,0.006936,0.993064,0.0,1.0,0.000159,0.000159,0.344067,0.33472,0.098265,0.09695,1.013557,1.027924,0.0017,0.003246,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,ML,590,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.341298,nan,0.100161,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,MM,168,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.353234,nan,0.103642,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,MR,482,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.361324,nan,0.107983,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,RL,1636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.339725,nan,0.098285,nan,nan,nan,nan,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,RM,532,0.00188,0.00188,1.0,0.00188,0.99812,0.0,1.0,2e-06,2e-06,0.008769,0.333529,0.006294,0.098437,0.063937,0.026292,-0.058188,-0.056206,proxy_phi_support_insufficient
999,divergent_warmup_replay,R,RR,1424,0.004916,0.004916,1.0,0.004916,0.995084,0.0,1.0,3.9e-05,3.9e-05,0.323838,0.330836,0.082147,0.096787,0.848735,0.978847,-0.01573,-0.002009,proxy_phi_support_insufficient
999,exact_replay,ALL,ALL,53820,0.004329,0.004329,1.0,0.004329,0.995671,0.0,1.0,0.0011,0.0011,0.365813,0.320572,0.134403,0.104568,1.285309,1.141126,0.025276,0.012549,proxy_phi_support_insufficient
999,exact_replay,ALL,LL,11172,0.00725,0.00725,1.0,0.00725,0.99275,0.0,1.0,0.000618,0.000618,0.414211,0.302469,0.14657,0.098946,1.481306,1.369435,0.053975,0.040922,proxy_phi_support_insufficient
999,exact_replay,ALL,LM,3276,0.002747,0.002747,1.0,0.002747,0.997253,0.0,1.0,3e-06,3e-06,0.253061,0.341056,0.078112,0.112239,0.695941,0.741992,-0.023251,-0.019641,proxy_phi_support_insufficient
999,exact_replay,ALL,LR,10380,0.001156,0.001156,1.0,0.001156,0.998844,0.0,1.0,0.000159,0.000159,0.328234,0.318878,0.099609,0.104095,0.956905,1.029341,-0.002005,0.001364,proxy_phi_support_insufficient
999,exact_replay,ALL,ML,3540,0.005085,0.005085,1.0,0.005085,0.994915,0.0,1.0,1.3e-05,1.3e-05,0.283011,0.328664,0.0884,0.107905,0.819243,0.861096,-0.017133,-0.013186,proxy_phi_support_insufficient
999,exact_replay,ALL,MM,1008,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.338915,nan,0.110293,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,ALL,MR,2892,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.351673,nan,0.11454,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,ALL,RL,9816,0.009984,0.009984,1.0,0.009984,0.990016,0.0,1.0,0.000266,0.000266,0.366888,0.324143,0.14677,0.105173,1.395511,1.131871,0.052476,0.017717,proxy_phi_support_insufficient
999,exact_replay,ALL,RM,3192,0.002506,0.002506,1.0,0.002506,0.997494,0.0,1.0,3e-06,3e-06,0.359532,0.323439,0.111965,0.105176,1.064555,1.111591,0.004199,0.007393,proxy_phi_support_insufficient
999,exact_replay,ALL,RR,8544,0.000819,0.000819,1.0,0.000819,0.999181,0.0,1.0,3.9e-05,3.9e-05,0.220201,0.317134,0.096422,0.103166,0.934628,0.694346,-0.002508,-0.011809,proxy_phi_support_insufficient
999,exact_replay,L,ALL,44850,0.004749,0.004749,1.0,0.004749,0.995251,0.0,1.0,0.0009,0.0009,0.37432,0.321361,0.138203,0.106704,1.295203,1.164796,0.027036,0.015424,proxy_phi_support_insufficient
999,exact_replay,L,LL,9310,0.0087,0.0087,1.0,0.0087,0.9913,0.0,1.0,0.000618,0.000618,0.414211,0.30329,0.14657,0.100922,1.452305,1.365728,0.05481,0.044687,proxy_phi_support_insufficient
999,exact_replay,L,LM,2730,0.003297,0.003297,1.0,0.003297,0.996703,0.0,1.0,3e-06,3e-06,0.253061,0.343515,0.078112,0.114549,0.681911,0.73668,-0.026262,-0.022145,proxy_phi_support_insufficient
999,exact_replay,L,LR,8650,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.319545,nan,0.106241,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,L,ML,2950,0.006102,0.006102,1.0,0.006102,0.993898,0.0,1.0,1.3e-05,1.3e-05,0.283011,0.330014,0.0884,0.110152,0.802529,0.857573,-0.020249,-0.014938,proxy_phi_support_insufficient
999,exact_replay,L,MM,840,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.342899,nan,0.112619,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,L,MR,2410,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.352049,nan,0.116916,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,L,RL,8180,0.01198,0.01198,1.0,0.01198,0.98802,0.0,1.0,0.000266,0.000266,0.366888,0.324123,0.14677,0.107299,1.367858,1.131943,0.052725,0.019429,proxy_phi_support_insufficient
999,exact_replay,L,RM,2660,0.002632,0.002632,1.0,0.002632,0.997368,0.0,1.0,1e-06,1e-06,0.407474,0.325382,0.126783,0.107321,1.181352,1.252291,0.011941,0.017246,proxy_phi_support_insufficient
999,exact_replay,L,RR,7120,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.317401,nan,0.105284,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,ALL,8970,0.00223,0.00223,1.0,0.00223,0.99777,0.0,1.0,0.0002,0.0002,0.275207,0.316634,0.093925,0.093917,1.000086,0.869165,6e-06,-0.00815,proxy_phi_support_insufficient
999,exact_replay,R,LL,1862,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.2984,nan,0.089153,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,LM,546,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.328801,nan,0.100731,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,LR,1730,0.006936,0.006936,1.0,0.006936,0.993064,0.0,1.0,0.000159,0.000159,0.328234,0.315517,0.099609,0.093291,1.06772,1.040305,0.008672,0.004441,proxy_phi_support_insufficient
999,exact_replay,R,ML,590,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.321953,nan,0.096737,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,MM,168,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.318994,nan,0.098661,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,MR,482,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.349794,nan,0.102661,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,RL,1636,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,0.324244,nan,0.094669,nan,nan,nan,nan,proxy_phi_support_insufficient
999,exact_replay,R,RM,532,0.00188,0.00188,1.0,0.00188,0.99812,0.0,1.0,2e-06,2e-06,0.023938,0.313728,0.008239,0.094459,0.087219,0.076302,-0.057565,-0.051233,proxy_phi_support_insufficient
999,exact_replay,R,RR,1424,0.004916,0.004916,1.0,0.004916,0.995084,0.0,1.0,3.9e-05,3.9e-05,0.220201,0.315792,0.096422,0.092527,1.042095,0.697297,0.004441,-0.028525,proxy_phi_support_insufficient
