run_id,arm,seed_env,code_sha,config_sha,t_decision,chosen_event,payload_hash,expected_payload_hash,hash_match
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,2000,R,265aef72bfd57678,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,2250,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,2500,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,2750,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,3000,R,265aef72bfd57678,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,3250,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,3500,R,265aef72bfd57678,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,3750,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,4000,R,265aef72bfd57678,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,4250,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,4500,R,265aef72bfd57678,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,4750,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,5000,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,5250,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,5500,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,5750,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,6000,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,6250,L,9695592248203d7a,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,6500,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,6750,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,7000,none,,,
phase10A2C_closed_seed77,closed_loop,77,25186c6,203543c2c3fd9e29,7250,L,9695592248203d7a,,
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,2000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,2750,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,3000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,3250,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,3500,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,4000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,4500,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,5500,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,5750,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,6000,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,6250,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_exact_seed77,exact_replay,77,25186c6,203543c2c3fd9e29,7250,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,2000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,2750,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,3000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,3250,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,3500,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,4000,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,4500,R,265aef72bfd57678,265aef72bfd57678,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,5500,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,5750,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,6000,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,6250,L,9695592248203d7a,9695592248203d7a,True
phase10A2C_divergent_seed77,divergent_warmup_replay,77,25186c6,,7250,L,9695592248203d7a,9695592248203d7a,True
