seed,arm,event_type,subgraph,src_region,tgt_region,n_connections,n_tagged,tag_rate,mean_h_tagged,mean_h_untagged,h_tag_ratio,novelty_tag_ratio,mean_phi_tagged,mean_phi_untagged,auc_h_inverted,auc_novelty,auc_surprise,auc_pos,auc_neg,phi_mass,phi_mass_per_conn,tag_delta_mass,event_pair_dW_l1,shuffle_percentile_novelty,shuffle_percentile_surprise,high_h_tag_rate,low_h_tag_rate,within_auc_novelty,best_predictor,group_verdict
42,closed_loop,ALL,ALL,ALL,ALL,53820,223,0.004143,0.121626,0.128135,0.949199,1.081487,0.312293,0.360335,0.534468,0.565244,0.433468,0.428407,0.462923,19382.534414,0.360136,0.0011,0.0011,1.0,0.0,0.003828,0.004459,0.565244,novelty,novelty_pass
42,closed_loop,ALL,LL,L,L,11808,30,0.002541,0.163946,0.130853,1.252908,0.82132,0.475897,0.366962,0.420032,0.411663,0.459925,0.557961,0.51142,4336.357133,0.367239,0.000162,0.000162,0.03,0.0,0.003049,0.002033,0.411663,pos,novelty_inverse
42,closed_loop,ALL,LM,L,M,1824,0,0.0,nan,0.126821,nan,nan,nan,0.354704,nan,nan,nan,nan,nan,646.980497,0.354704,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,ALL,LR,L,R,11352,78,0.006871,0.150021,0.132804,1.129644,0.972642,0.376281,0.37393,0.444532,0.479695,0.535962,0.36675,0.553991,4245.041317,0.373947,0.000283,0.000283,0.3,0.99,0.008104,0.005638,0.479695,neg,novelty_inverse_surprise_pass
42,closed_loop,ALL,ML,M,L,2100,0,0.0,nan,0.134232,nan,nan,nan,0.37631,nan,nan,nan,nan,nan,790.25013,0.37631,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,ALL,MM,M,M,228,0,0.0,nan,0.116113,nan,nan,nan,0.325467,nan,nan,nan,nan,nan,74.206365,0.325467,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,ALL,MR,M,R,2064,0,0.0,nan,0.122334,nan,nan,nan,0.343935,nan,nan,nan,nan,nan,709.881347,0.343935,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,ALL,RL,R,L,11256,35,0.003109,0.063485,0.130456,0.486641,1.338684,0.17437,0.366455,0.729232,0.763925,0.355896,0.614076,0.377952,4118.094,0.365858,0.000338,0.000338,1.0,0.07,0.001066,0.005153,0.763925,novelty,novelty_pass
42,closed_loop,ALL,RM,R,M,1656,0,0.0,nan,0.132473,nan,nan,nan,0.373185,nan,nan,nan,nan,nan,617.994456,0.373185,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,ALL,RR,R,R,11532,80,0.006937,0.103506,0.118218,0.875553,1.148805,0.248895,0.3339,0.575767,0.619998,0.36681,0.36131,0.415382,3843.72917,0.33331,0.000317,0.000317,1.0,0.0,0.005723,0.008151,0.619998,novelty,novelty_pass
42,closed_loop,L,ALL,ALL,ALL,26910,65,0.002415,0.109852,0.117544,0.934561,1.088075,0.313537,0.359408,0.54829,0.591059,0.416933,0.47992,0.453632,9668.697798,0.359298,0.0005,0.0005,1.0,0.04,0.001932,0.002899,0.591059,novelty,novelty_pass
42,closed_loop,L,LL,L,L,5904,30,0.005081,0.163946,0.119891,1.367459,0.822309,0.475897,0.3636,0.386171,0.412524,0.461463,0.438866,0.495727,2150.062202,0.36417,0.000162,0.000162,0.04,0.0,0.006775,0.003388,0.412524,neg,novelty_inverse
42,closed_loop,L,LM,L,M,912,0,0.0,nan,0.116334,nan,nan,nan,0.35819,nan,nan,nan,nan,nan,326.669423,0.35819,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,LR,L,R,5676,0,0.0,nan,0.121945,nan,nan,nan,0.372936,nan,nan,nan,nan,nan,2116.782844,0.372936,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,ML,M,L,1050,0,0.0,nan,0.12308,nan,nan,nan,0.379313,nan,nan,nan,nan,nan,398.278769,0.379313,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,MM,M,M,114,0,0.0,nan,0.106686,nan,nan,nan,0.330778,nan,nan,nan,nan,nan,37.708721,0.330778,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,MR,M,R,1032,0,0.0,nan,0.112296,nan,nan,nan,0.347687,nan,nan,nan,nan,nan,358.812526,0.347687,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,RL,R,L,5628,35,0.006219,0.063485,0.119823,0.529825,1.342193,0.17437,0.365814,0.703119,0.766453,0.360706,0.508442,0.37337,2052.101726,0.364624,0.000338,0.000338,1.0,0.18,0.002132,0.010306,0.766453,novelty,novelty_pass
42,closed_loop,L,RM,R,M,828,0,0.0,nan,0.121456,nan,nan,nan,0.376283,nan,nan,nan,nan,nan,311.562123,0.376283,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,L,RR,R,R,5766,0,0.0,nan,0.108385,nan,nan,nan,0.332418,nan,nan,nan,nan,nan,1916.719464,0.332418,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,ALL,ALL,ALL,26910,158,0.005871,0.126469,0.138763,0.911406,1.077843,0.311782,0.361266,0.543378,0.553181,0.436902,0.469301,0.470289,9713.836616,0.360975,0.0006,0.0006,0.99,0.0,0.005277,0.006466,0.553181,novelty,novelty_pass
42,closed_loop,R,LL,L,L,5904,0,0.0,nan,0.141758,nan,nan,nan,0.370307,nan,nan,nan,nan,nan,2186.29493,0.370307,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,LM,L,M,912,0,0.0,nan,0.137308,nan,nan,nan,0.351218,nan,nan,nan,nan,nan,320.311073,0.351218,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,LR,L,R,5676,78,0.013742,0.150021,0.143815,1.043158,0.970782,0.376281,0.374939,0.478319,0.478232,0.53007,0.467914,0.562028,2128.258473,0.374957,0.000283,0.000283,0.26,0.97,0.014094,0.01339,0.478232,neg,novelty_inverse_surprise_pass
42,closed_loop,R,ML,M,L,1050,0,0.0,nan,0.145383,nan,nan,nan,0.373306,nan,nan,nan,nan,nan,391.97136,0.373306,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,MM,M,M,114,0,0.0,nan,0.125539,nan,nan,nan,0.320155,nan,nan,nan,nan,nan,36.497644,0.320155,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,MR,M,R,1032,0,0.0,nan,0.132372,nan,nan,nan,0.340183,nan,nan,nan,nan,nan,351.068821,0.340183,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,RL,R,L,5628,0,0.0,nan,0.141023,nan,nan,nan,0.367092,nan,nan,nan,nan,nan,2065.992274,0.367092,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,RM,R,M,828,0,0.0,nan,0.143491,nan,nan,nan,0.370087,nan,nan,nan,nan,nan,306.432333,0.370087,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,closed_loop,R,RR,R,R,5766,80,0.013874,0.103506,0.128189,0.80745,1.14823,0.248895,0.335402,0.594996,0.617097,0.365903,0.458917,0.417864,1927.009706,0.334202,0.000317,0.000317,1.0,0.0,0.010753,0.016996,0.617097,novelty,novelty_pass
42,divergent_warmup_replay,ALL,ALL,ALL,ALL,53820,223,0.004143,0.106788,0.10919,0.978006,1.084855,0.316816,0.361931,0.526286,0.569554,0.400396,0.403943,0.458607,19469.057335,0.361744,0.0011,0.0011,1.0,0.0,0.003976,0.004311,0.569554,novelty,novelty_pass
42,divergent_warmup_replay,ALL,LL,L,L,11808,30,0.002541,0.138383,0.11116,1.244905,0.811513,0.46343,0.37193,0.418342,0.403951,0.485629,0.547425,0.573912,4394.491281,0.372162,0.000162,0.000162,0.05,0.05,0.003049,0.002033,0.403951,neg,novelty_inverse
42,divergent_warmup_replay,ALL,LM,L,M,1824,0,0.0,nan,0.108586,nan,nan,nan,0.360615,nan,nan,nan,nan,nan,657.762305,0.360615,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,ALL,LR,L,R,11352,78,0.006871,0.131428,0.112995,1.163131,0.968824,0.390124,0.375121,0.425446,0.474426,0.490772,0.343054,0.514424,4259.54169,0.375224,0.000283,0.000283,0.27,0.76,0.008457,0.005285,0.474426,neg,novelty_inverse
42,divergent_warmup_replay,ALL,ML,M,L,2100,0,0.0,nan,0.114155,nan,nan,nan,0.380065,nan,nan,nan,nan,nan,798.136844,0.380065,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,ALL,MM,M,M,228,0,0.0,nan,0.102325,nan,nan,nan,0.340614,nan,nan,nan,nan,nan,77.660024,0.340614,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,ALL,MR,M,R,2064,0,0.0,nan,0.1059,nan,nan,nan,0.347483,nan,nan,nan,nan,nan,717.204239,0.347483,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,ALL,RL,R,L,11256,35,0.003109,0.058287,0.110977,0.525216,1.329833,0.184996,0.368301,0.70419,0.755212,0.388567,0.611756,0.426916,4139.177551,0.367731,0.000338,0.000338,1.0,0.35,0.001066,0.005153,0.755212,novelty,novelty_pass
42,divergent_warmup_replay,ALL,RM,R,M,1656,0,0.0,nan,0.113032,nan,nan,nan,0.372283,nan,nan,nan,nan,nan,616.500945,0.372283,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,ALL,RR,R,R,11532,80,0.006937,0.092136,0.101027,0.911993,1.167341,0.24803,0.330837,0.585684,0.649046,0.280354,0.308944,0.363315,3808.582454,0.330262,0.000317,0.000317,1.0,0.0,0.00607,0.007804,0.649046,novelty,novelty_pass
42,divergent_warmup_replay,L,ALL,ALL,ALL,26910,65,0.002415,0.095254,0.097637,0.975591,1.084845,0.313504,0.359059,0.526083,0.587652,0.409857,0.420967,0.470706,9659.324716,0.358949,0.0005,0.0005,1.0,0.05,0.002081,0.00275,0.587652,novelty,novelty_pass
42,divergent_warmup_replay,L,LL,L,L,5904,30,0.005081,0.138383,0.099207,1.394887,0.815652,0.46343,0.366826,0.37607,0.408489,0.460504,0.37052,0.542861,2168.64138,0.367317,0.000162,0.000162,0.02,0.0,0.006775,0.003388,0.408489,neg,novelty_inverse
42,divergent_warmup_replay,L,LM,L,M,912,0,0.0,nan,0.097085,nan,nan,nan,0.361885,nan,nan,nan,nan,nan,330.038921,0.361885,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,LR,L,R,5676,0,0.0,nan,0.1011,nan,nan,nan,0.371366,nan,nan,nan,nan,nan,2107.871837,0.371366,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,ML,M,L,1050,0,0.0,nan,0.102067,nan,nan,nan,0.381076,nan,nan,nan,nan,nan,400.130287,0.381076,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,MM,M,M,114,0,0.0,nan,0.091798,nan,nan,nan,0.3461,nan,nan,nan,nan,nan,39.455397,0.3461,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,MR,M,R,1032,0,0.0,nan,0.094752,nan,nan,nan,0.349726,nan,nan,nan,nan,nan,360.917008,0.349726,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,RL,R,L,5628,35,0.006219,0.058287,0.099293,0.587016,1.338701,0.184996,0.366036,0.670047,0.762162,0.365145,0.436576,0.40893,2053.716364,0.364911,0.000338,0.000338,1.0,0.32,0.002843,0.009595,0.762162,novelty,novelty_pass
42,divergent_warmup_replay,L,RM,R,M,828,0,0.0,nan,0.101171,nan,nan,nan,0.375697,nan,nan,nan,nan,nan,311.076951,0.375697,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,L,RR,R,R,5766,0,0.0,nan,0.090428,nan,nan,nan,0.327346,nan,nan,nan,nan,nan,1887.476571,0.327346,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,ALL,ALL,ALL,26910,158,0.005871,0.111533,0.120782,0.923424,1.08122,0.318178,0.364812,0.544647,0.558716,0.408843,0.447447,0.459814,9809.732619,0.364539,0.0006,0.0006,1.0,0.0,0.005277,0.006466,0.558716,novelty,novelty_pass
42,divergent_warmup_replay,R,LL,L,L,5904,0,0.0,nan,0.123051,nan,nan,nan,0.377007,nan,nan,nan,nan,nan,2225.849901,0.377007,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,LM,L,M,912,0,0.0,nan,0.120087,nan,nan,nan,0.359346,nan,nan,nan,nan,nan,327.723384,0.359346,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,LR,L,R,5676,78,0.013742,0.131428,0.125056,1.050958,0.963062,0.390124,0.378928,0.469779,0.470083,0.515108,0.457622,0.53919,2151.669853,0.379082,0.000283,0.000283,0.16,0.93,0.014447,0.013037,0.470083,neg,novelty_inverse_surprise_pass
42,divergent_warmup_replay,R,ML,M,L,1050,0,0.0,nan,0.126242,nan,nan,nan,0.379054,nan,nan,nan,nan,nan,398.006557,0.379054,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,MM,M,M,114,0,0.0,nan,0.112852,nan,nan,nan,0.335128,nan,nan,nan,nan,nan,38.204628,0.335128,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,MR,M,R,1032,0,0.0,nan,0.117047,nan,nan,nan,0.34524,nan,nan,nan,nan,nan,356.28723,0.34524,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,RL,R,L,5628,0,0.0,nan,0.122588,nan,nan,nan,0.370551,nan,nan,nan,nan,nan,2085.461187,0.370551,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,RM,R,M,828,0,0.0,nan,0.124893,nan,nan,nan,0.36887,nan,nan,nan,nan,nan,305.423995,0.36887,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,divergent_warmup_replay,R,RR,R,R,5766,80,0.013874,0.092136,0.111774,0.8243,1.161266,0.24803,0.334376,0.609451,0.641611,0.298079,0.428832,0.380984,1921.105884,0.333178,0.000317,0.000317,1.0,0.0,0.010753,0.016996,0.641611,novelty,novelty_pass
42,exact_replay,ALL,ALL,ALL,ALL,53820,223,0.004143,0.121626,0.128135,0.949199,1.081487,0.312293,0.360335,0.534468,0.565244,0.433468,0.428407,0.462923,19382.534414,0.360136,0.0011,0.0011,1.0,0.0,0.003828,0.004459,0.565244,novelty,novelty_pass
42,exact_replay,ALL,LL,L,L,11808,30,0.002541,0.163946,0.130853,1.252908,0.82132,0.475897,0.366962,0.420032,0.411663,0.459925,0.557961,0.51142,4336.357133,0.367239,0.000162,0.000162,0.07,0.01,0.003049,0.002033,0.411663,pos,novelty_inverse
42,exact_replay,ALL,LM,L,M,1824,0,0.0,nan,0.126821,nan,nan,nan,0.354704,nan,nan,nan,nan,nan,646.980497,0.354704,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,ALL,LR,L,R,11352,78,0.006871,0.150021,0.132804,1.129644,0.972642,0.376281,0.37393,0.444532,0.479695,0.535962,0.36675,0.553991,4245.041317,0.373947,0.000283,0.000283,0.21,0.97,0.008104,0.005638,0.479695,neg,novelty_inverse_surprise_pass
42,exact_replay,ALL,ML,M,L,2100,0,0.0,nan,0.134232,nan,nan,nan,0.37631,nan,nan,nan,nan,nan,790.25013,0.37631,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,ALL,MM,M,M,228,0,0.0,nan,0.116113,nan,nan,nan,0.325467,nan,nan,nan,nan,nan,74.206365,0.325467,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,ALL,MR,M,R,2064,0,0.0,nan,0.122334,nan,nan,nan,0.343935,nan,nan,nan,nan,nan,709.881347,0.343935,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,ALL,RL,R,L,11256,35,0.003109,0.063485,0.130456,0.486641,1.338684,0.17437,0.366455,0.729232,0.763925,0.355896,0.614076,0.377952,4118.094,0.365858,0.000338,0.000338,1.0,0.07,0.001066,0.005153,0.763925,novelty,novelty_pass
42,exact_replay,ALL,RM,R,M,1656,0,0.0,nan,0.132473,nan,nan,nan,0.373185,nan,nan,nan,nan,nan,617.994456,0.373185,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,ALL,RR,R,R,11532,80,0.006937,0.103506,0.118218,0.875553,1.148805,0.248895,0.3339,0.575767,0.619998,0.36681,0.36131,0.415382,3843.72917,0.33331,0.000317,0.000317,1.0,0.0,0.005723,0.008151,0.619998,novelty,novelty_pass
42,exact_replay,L,ALL,ALL,ALL,26910,65,0.002415,0.109852,0.117544,0.934561,1.088075,0.313537,0.359408,0.54829,0.591059,0.416933,0.47992,0.453632,9668.697798,0.359298,0.0005,0.0005,0.99,0.04,0.001932,0.002899,0.591059,novelty,novelty_pass
42,exact_replay,L,LL,L,L,5904,30,0.005081,0.163946,0.119891,1.367459,0.822309,0.475897,0.3636,0.386171,0.412524,0.461463,0.438866,0.495727,2150.062202,0.36417,0.000162,0.000162,0.06,0.0,0.006775,0.003388,0.412524,neg,novelty_inverse
42,exact_replay,L,LM,L,M,912,0,0.0,nan,0.116334,nan,nan,nan,0.35819,nan,nan,nan,nan,nan,326.669423,0.35819,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,LR,L,R,5676,0,0.0,nan,0.121945,nan,nan,nan,0.372936,nan,nan,nan,nan,nan,2116.782844,0.372936,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,ML,M,L,1050,0,0.0,nan,0.12308,nan,nan,nan,0.379313,nan,nan,nan,nan,nan,398.278769,0.379313,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,MM,M,M,114,0,0.0,nan,0.106686,nan,nan,nan,0.330778,nan,nan,nan,nan,nan,37.708721,0.330778,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,MR,M,R,1032,0,0.0,nan,0.112296,nan,nan,nan,0.347687,nan,nan,nan,nan,nan,358.812526,0.347687,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,RL,R,L,5628,35,0.006219,0.063485,0.119823,0.529825,1.342193,0.17437,0.365814,0.703119,0.766453,0.360706,0.508442,0.37337,2052.101726,0.364624,0.000338,0.000338,1.0,0.16,0.002132,0.010306,0.766453,novelty,novelty_pass
42,exact_replay,L,RM,R,M,828,0,0.0,nan,0.121456,nan,nan,nan,0.376283,nan,nan,nan,nan,nan,311.562123,0.376283,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,L,RR,R,R,5766,0,0.0,nan,0.108385,nan,nan,nan,0.332418,nan,nan,nan,nan,nan,1916.719464,0.332418,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,ALL,ALL,ALL,26910,158,0.005871,0.126469,0.138763,0.911406,1.077843,0.311782,0.361266,0.543378,0.553181,0.436902,0.469301,0.470289,9713.836616,0.360975,0.0006,0.0006,0.99,0.0,0.005277,0.006466,0.553181,novelty,novelty_pass
42,exact_replay,R,LL,L,L,5904,0,0.0,nan,0.141758,nan,nan,nan,0.370307,nan,nan,nan,nan,nan,2186.29493,0.370307,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,LM,L,M,912,0,0.0,nan,0.137308,nan,nan,nan,0.351218,nan,nan,nan,nan,nan,320.311073,0.351218,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,LR,L,R,5676,78,0.013742,0.150021,0.143815,1.043158,0.970782,0.376281,0.374939,0.478319,0.478232,0.53007,0.467914,0.562028,2128.258473,0.374957,0.000283,0.000283,0.27,0.97,0.014094,0.01339,0.478232,neg,novelty_inverse_surprise_pass
42,exact_replay,R,ML,M,L,1050,0,0.0,nan,0.145383,nan,nan,nan,0.373306,nan,nan,nan,nan,nan,391.97136,0.373306,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,MM,M,M,114,0,0.0,nan,0.125539,nan,nan,nan,0.320155,nan,nan,nan,nan,nan,36.497644,0.320155,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,MR,M,R,1032,0,0.0,nan,0.132372,nan,nan,nan,0.340183,nan,nan,nan,nan,nan,351.068821,0.340183,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,RL,R,L,5628,0,0.0,nan,0.141023,nan,nan,nan,0.367092,nan,nan,nan,nan,nan,2065.992274,0.367092,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,RM,R,M,828,0,0.0,nan,0.143491,nan,nan,nan,0.370087,nan,nan,nan,nan,nan,306.432333,0.370087,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
42,exact_replay,R,RR,R,R,5766,80,0.013874,0.103506,0.128189,0.80745,1.14823,0.248895,0.335402,0.594996,0.617097,0.365903,0.458917,0.417864,1927.009706,0.334202,0.000317,0.000317,1.0,0.0,0.010753,0.016996,0.617097,novelty,novelty_pass
77,closed_loop,ALL,ALL,ALL,ALL,62790,493,0.007852,0.109367,0.108501,1.007989,1.030071,0.339835,0.362383,0.491829,0.521084,0.479522,0.45426,0.516592,22742.892137,0.362206,0.0013,0.0013,0.97,0.31,0.008218,0.007485,0.521084,novelty,novelty_pass
77,closed_loop,ALL,LL,L,L,12488,64,0.005125,0.132969,0.099009,1.343001,0.947682,0.361187,0.326923,0.395668,0.49417,0.462108,0.369539,0.505325,4084.804384,0.327098,0.00028,0.00028,0.41,0.05,0.006246,0.004004,0.49417,neg,null
77,closed_loop,ALL,LM,L,M,2926,0,0.0,nan,0.099247,nan,nan,nan,0.329637,nan,nan,nan,nan,nan,964.51881,0.329637,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,ALL,LR,L,R,12516,72,0.005753,0.098495,0.106058,0.928692,0.919659,0.374722,0.354056,0.494777,0.440238,0.52554,0.550034,0.583684,4432.84887,0.354175,0.000173,0.000173,0.07,0.93,0.005912,0.005593,0.440238,neg,novelty_inverse_surprise_pass
77,closed_loop,ALL,ML,M,L,2828,0,0.0,nan,0.104598,nan,nan,nan,0.346035,nan,nan,nan,nan,nan,978.585989,0.346035,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,ALL,MM,M,M,826,0,0.0,nan,0.094095,nan,nan,nan,0.306103,nan,nan,nan,nan,nan,252.84145,0.306103,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,ALL,MR,M,R,3206,12,0.003743,0.055097,0.105101,0.524232,1.254725,0.218848,0.351392,0.683156,0.658344,0.559539,0.621034,0.44307,1124.97074,0.350895,1.1e-05,1.1e-05,0.97,0.91,0.001871,0.005614,0.658344,h_inv,novelty_pass
77,closed_loop,ALL,RL,R,L,12250,234,0.019102,0.117748,0.112274,1.048757,1.074767,0.336713,0.377488,0.485917,0.550118,0.428824,0.392108,0.481661,4614.685471,0.376709,0.000601,0.000601,1.0,0.0,0.021878,0.016327,0.550118,novelty,novelty_pass
77,closed_loop,ALL,RM,R,M,2968,27,0.009097,0.087641,0.109476,0.800549,1.232147,0.250032,0.366164,0.569245,0.626897,0.62628,0.510837,0.513317,1083.639733,0.365108,1.9e-05,1.9e-05,0.99,1.0,0.004717,0.013477,0.626897,novelty,novelty_pass
77,closed_loop,ALL,RR,R,R,12782,84,0.006572,0.092094,0.121178,0.75999,1.075925,0.348513,0.40768,0.588021,0.54036,0.510769,0.552762,0.554234,5205.996689,0.407291,0.000216,0.000216,0.89,0.98,0.004694,0.008449,0.54036,h_inv,novelty_weak
77,closed_loop,L,ALL,ALL,ALL,40365,325,0.008052,0.118244,0.124327,0.951076,1.045316,0.334331,0.363338,0.523237,0.534001,0.470515,0.475314,0.50707,14656.704164,0.363104,0.0009,0.0009,0.97,0.02,0.00768,0.008423,0.534001,novelty,novelty_pass
77,closed_loop,L,LL,L,L,8028,64,0.007972,0.132969,0.113498,1.171557,0.941578,0.361187,0.328718,0.448018,0.488717,0.480594,0.435599,0.520398,2641.023372,0.328977,0.00028,0.00028,0.29,0.07,0.008969,0.006976,0.488717,neg,null
77,closed_loop,L,LM,L,M,1881,0,0.0,nan,0.113728,nan,nan,nan,0.3313,nan,nan,nan,nan,nan,623.175114,0.3313,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,L,LR,L,R,8046,0,0.0,nan,0.121408,nan,nan,nan,0.354474,nan,nan,nan,nan,nan,2852.095635,0.354474,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,L,ML,M,L,1818,0,0.0,nan,0.119918,nan,nan,nan,0.34791,nan,nan,nan,nan,nan,632.49977,0.34791,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,L,MM,M,M,531,0,0.0,nan,0.107674,nan,nan,nan,0.311328,nan,nan,nan,nan,nan,165.3154,0.311328,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,L,MR,M,R,2061,0,0.0,nan,0.120102,nan,nan,nan,0.351391,nan,nan,nan,nan,nan,724.217509,0.351391,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,L,RL,R,L,7875,234,0.029714,0.117748,0.129047,0.912443,1.066931,0.336713,0.377981,0.540766,0.544397,0.448252,0.477766,0.499649,2966.94463,0.376755,0.000601,0.000601,0.98,0.0,0.026917,0.032512,0.544397,novelty,novelty_pass
77,closed_loop,L,RM,R,M,1908,27,0.014151,0.087641,0.12563,0.697612,1.223819,0.250032,0.368939,0.618229,0.623742,0.646543,0.542324,0.513045,700.724978,0.367256,1.9e-05,1.9e-05,0.99,1.0,0.007338,0.020964,0.623742,surprise,novelty_pass
77,closed_loop,L,RR,R,R,8217,0,0.0,nan,0.138529,nan,nan,nan,0.407778,nan,nan,nan,nan,nan,3350.707755,0.407778,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
77,closed_loop,R,ALL,ALL,ALL,22425,168,0.007492,0.092195,0.08003,1.15201,0.99893,0.350484,0.360664,0.416407,0.495274,0.495367,0.443375,0.533377,8086.187973,0.360588,0.0004,0.0004,0.4,0.85,0.010256,0.004727,0.495274,neg,null
77,closed_loop,R,LL,L,L,4460,0,0.0,nan,0.073137,nan,nan,nan,0.323718,nan,nan,nan,nan,nan,1443.781013,0.323718,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
