seed,arm,event_type,subgraph,src_region,tgt_region,n_connections,n_tagged,tag_rate,mean_h_tagged,mean_h_untagged,h_tag_ratio,novelty_tag_ratio,mean_phi_tagged,mean_phi_untagged,auc_h_inverted,auc_novelty,auc_surprise,auc_pos,auc_neg,phi_mass,phi_mass_per_conn,tag_delta_mass,event_pair_dW_l1,shuffle_percentile_novelty,shuffle_percentile_surprise,high_h_tag_rate,low_h_tag_rate,within_auc_novelty,best_predictor,group_verdict
999,closed_loop,R,RM,R,M,532,1,0.00188,0.008239,0.094459,0.087219,1.524159,0.023938,0.313728,0.892655,0.903955,0.067797,0.26742,0.231638,166.613367,0.313183,2e-06,2e-06,0.9,0.15,0.0,0.003759,0.903955,novelty,novelty_weak
999,closed_loop,R,RR,R,R,1424,7,0.004916,0.096422,0.092527,1.042095,0.994586,0.220201,0.315792,0.478879,0.488356,0.828612,0.297913,0.830931,449.018035,0.315322,3.9e-05,3.9e-05,0.43,1.0,0.002809,0.007022,0.488356,neg,surprise_pass
999,divergent_warmup_replay,ALL,ALL,ALL,ALL,53820,233,0.004329,0.14104,0.108537,1.299466,0.909156,0.389881,0.33174,0.363971,0.423725,0.576967,0.500448,0.500141,17867.807162,0.331992,0.0011,0.0011,0.0,1.0,0.005834,0.002824,0.423725,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,ALL,LL,L,L,11172,81,0.00725,0.153275,0.101901,1.504157,0.800998,0.407634,0.307684,0.297273,0.330853,0.604483,0.454287,0.573136,3445.544544,0.308409,0.000618,0.000618,0.0,0.98,0.011278,0.003222,0.330853,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,ALL,LM,L,M,3276,9,0.002747,0.085293,0.115507,0.738418,1.202058,0.230147,0.356475,0.595517,0.656906,0.673469,0.515049,0.532225,1166.675547,0.356128,3e-06,3e-06,0.94,1.0,0.001832,0.003663,0.656906,surprise,novelty_pass
999,divergent_warmup_replay,ALL,LR,L,R,10380,12,0.001156,0.098265,0.108195,0.908222,0.993342,0.344067,0.330346,0.511317,0.492429,0.473347,0.632121,0.406459,3429.156715,0.330362,0.000159,0.000159,0.46,0.44,0.001156,0.001156,0.492429,pos,null
999,divergent_warmup_replay,ALL,ML,M,L,3540,18,0.005085,0.116631,0.11155,1.04555,1.02331,0.399755,0.340072,0.437898,0.545555,0.649315,0.653685,0.372784,1204.927854,0.340375,1.3e-05,1.3e-05,0.79,1.0,0.006215,0.003955,0.545555,pos,novelty_weak
999,divergent_warmup_replay,ALL,MM,M,M,1008,0,0.0,nan,0.115591,nan,nan,nan,0.361792,nan,nan,nan,nan,nan,364.686286,0.361792,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,ALL,MR,M,R,2892,0,0.0,nan,0.120069,nan,nan,nan,0.365988,nan,nan,nan,nan,nan,1058.437474,0.365988,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,ALL,RL,R,L,9816,98,0.009984,0.150473,0.109206,1.377883,0.908892,0.39893,0.334096,0.338988,0.415425,0.531817,0.453729,0.471791,3285.841346,0.334743,0.000266,0.000266,0.0,0.84,0.014059,0.005909,0.415425,surprise,novelty_inverse
999,divergent_warmup_replay,ALL,RM,R,M,3192,8,0.002506,0.134945,0.109377,1.23376,0.977745,0.38327,0.337187,0.362437,0.472283,0.637249,0.618915,0.443035,1076.668028,0.337302,3e-06,3e-06,0.52,1.0,0.004386,0.000627,0.472283,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,ALL,RR,R,R,8544,7,0.000819,0.082147,0.107851,0.761669,1.099416,0.323838,0.33192,0.573236,0.572249,0.650998,0.804414,0.365016,2835.869367,0.331914,3.9e-05,3.9e-05,0.78,0.98,0.000468,0.00117,0.572249,pos,novelty_weak
999,divergent_warmup_replay,L,ALL,ALL,ALL,44850,213,0.004749,0.146018,0.110747,1.318479,0.894959,0.396422,0.331243,0.353021,0.412089,0.580935,0.531376,0.498818,14870.127656,0.331552,0.0009,0.0009,0.0,1.0,0.006644,0.002854,0.412089,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,L,LL,L,L,9310,81,0.0087,0.153275,0.103946,1.474567,0.800823,0.407634,0.3065,0.303734,0.330394,0.60434,0.492008,0.572951,2861.709345,0.30738,0.000618,0.000618,0.0,1.0,0.013749,0.003652,0.330394,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,L,LM,L,M,2730,9,0.003297,0.085293,0.117902,0.723418,1.202253,0.230147,0.356034,0.594185,0.657316,0.676304,0.525215,0.511046,970.840486,0.355619,3e-06,3e-06,0.94,1.0,0.001465,0.005128,0.657316,surprise,novelty_pass
999,divergent_warmup_replay,L,LR,L,R,8650,0,0.0,nan,0.110428,nan,nan,nan,0.329477,nan,nan,nan,nan,nan,2849.978915,0.329477,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,L,ML,M,L,2950,18,0.006102,0.116631,0.113841,1.024503,1.023401,0.399755,0.339825,0.444937,0.544547,0.651281,0.672503,0.383356,1003.561868,0.34019,1.3e-05,1.3e-05,0.74,1.0,0.007458,0.004746,0.544547,pos,surprise_pass
999,divergent_warmup_replay,L,MM,M,M,840,0,0.0,nan,0.11798,nan,nan,nan,0.363503,nan,nan,nan,nan,nan,305.342935,0.363503,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,L,MR,M,R,2410,0,0.0,nan,0.122486,nan,nan,nan,0.366921,nan,nan,nan,nan,nan,884.279265,0.366921,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,L,RL,R,L,8180,98,0.01198,0.150473,0.111417,1.350542,0.908844,0.39893,0.332957,0.345912,0.415405,0.529198,0.514612,0.464863,2730.051919,0.333747,0.000266,0.000266,0.0,0.86,0.01687,0.00709,0.415405,surprise,novelty_inverse
999,divergent_warmup_replay,L,RM,R,M,2660,7,0.002632,0.153323,0.111566,1.374279,0.897346,0.436771,0.337919,0.295838,0.408109,0.69797,0.627914,0.44618,899.555273,0.338179,1e-06,1e-06,0.21,0.99,0.005263,0.0,0.408109,surprise,novelty_inverse_surprise_pass
999,divergent_warmup_replay,L,RR,R,R,7120,0,0.0,nan,0.110053,nan,nan,nan,0.332136,nan,nan,nan,nan,nan,2364.80765,0.332136,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,ALL,ALL,ALL,8970,20,0.00223,0.088025,0.097513,0.902696,1.060333,0.320222,0.334221,0.541302,0.546369,0.525899,0.531782,0.421184,2997.679506,0.334189,0.0002,0.0002,0.75,0.83,0.001784,0.002676,0.546369,novelty,null
999,divergent_warmup_replay,R,LL,L,L,1862,0,0.0,nan,0.091765,nan,nan,nan,0.313553,nan,nan,nan,nan,nan,583.835199,0.313553,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,LM,L,M,546,0,0.0,nan,0.103572,nan,nan,nan,0.358672,nan,nan,nan,nan,nan,195.835061,0.358672,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,LR,L,R,1730,12,0.006936,0.098265,0.09695,1.013557,0.992412,0.344067,0.33472,0.489814,0.49287,0.486564,0.526921,0.462117,579.1778,0.334785,0.000159,0.000159,0.48,0.62,0.009249,0.004624,0.49287,pos,null
999,divergent_warmup_replay,R,ML,M,L,590,0,0.0,nan,0.100161,nan,nan,nan,0.341298,nan,nan,nan,nan,nan,201.365986,0.341298,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,MM,M,M,168,0,0.0,nan,0.103642,nan,nan,nan,0.353234,nan,nan,nan,nan,nan,59.343352,0.353234,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,MR,M,R,482,0,0.0,nan,0.107983,nan,nan,nan,0.361324,nan,nan,nan,nan,nan,174.158209,0.361324,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,RL,R,L,1636,0,0.0,nan,0.098285,nan,nan,nan,0.339725,nan,nan,nan,nan,nan,555.789428,0.339725,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,divergent_warmup_replay,R,RM,R,M,532,1,0.00188,0.006294,0.098437,0.063937,1.540753,0.008769,0.333529,0.913371,0.922787,0.156309,0.248588,0.372881,177.112755,0.332919,2e-06,2e-06,0.86,0.2,0.0,0.003759,0.922787,novelty,novelty_weak
999,divergent_warmup_replay,R,RR,R,R,1424,7,0.004916,0.082147,0.096787,0.848735,1.099121,0.323838,0.330836,0.562254,0.570824,0.658635,0.600262,0.380583,471.061717,0.330802,3.9e-05,3.9e-05,0.75,0.99,0.002809,0.007022,0.570824,surprise,surprise_pass
999,exact_replay,ALL,ALL,ALL,ALL,53820,233,0.004329,0.134403,0.104568,1.285309,0.92179,0.365813,0.320572,0.36908,0.431128,0.566607,0.464322,0.522271,17263.713038,0.320768,0.0011,0.0011,0.0,1.0,0.005946,0.002713,0.431128,surprise,novelty_inverse_surprise_pass
999,exact_replay,ALL,LL,L,L,11172,81,0.00725,0.14657,0.098946,1.481306,0.815796,0.414211,0.302469,0.302545,0.335751,0.499686,0.424138,0.513109,3388.231853,0.303279,0.000618,0.000618,0.0,0.1,0.011634,0.002865,0.335751,neg,novelty_inverse
999,exact_replay,ALL,LM,L,M,3276,9,0.002747,0.078112,0.112239,0.695941,1.231975,0.253061,0.341056,0.614529,0.675679,0.485937,0.63235,0.327722,1116.507807,0.340814,3e-06,3e-06,0.96,0.84,0.000611,0.004884,0.675679,novelty,novelty_pass
999,exact_replay,ALL,LR,L,R,10380,12,0.001156,0.099609,0.104095,0.956905,0.960843,0.328234,0.318878,0.483925,0.454001,0.564775,0.6995,0.575256,3310.06272,0.318889,0.000159,0.000159,0.38,0.86,0.001541,0.000771,0.454001,pos,novelty_inverse
999,exact_replay,ALL,ML,M,L,3540,18,0.005085,0.0884,0.107905,0.819243,1.155301,0.283011,0.328664,0.537999,0.628809,0.760206,0.614944,0.495504,1162.648369,0.328432,1.3e-05,1.3e-05,0.98,1.0,0.00339,0.00678,0.628809,surprise,novelty_pass
999,exact_replay,ALL,MM,M,M,1008,0,0.0,nan,0.110293,nan,nan,nan,0.338915,nan,nan,nan,nan,nan,341.626254,0.338915,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,ALL,MR,M,R,2892,0,0.0,nan,0.11454,nan,nan,nan,0.351673,nan,nan,nan,nan,nan,1017.039691,0.351673,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,ALL,RL,R,L,9816,98,0.009984,0.14677,0.105173,1.395511,0.907573,0.366888,0.324143,0.330876,0.414818,0.556111,0.393932,0.527334,3185.979559,0.32457,0.000266,0.000266,0.0,0.99,0.014874,0.005094,0.414818,surprise,novelty_inverse_surprise_pass
999,exact_replay,ALL,RM,R,M,3192,8,0.002506,0.111965,0.105176,1.064555,1.066862,0.359532,0.323439,0.433888,0.576005,0.738968,0.651617,0.418656,1032.705167,0.323529,3e-06,3e-06,0.83,0.99,0.003759,0.001253,0.576005,surprise,novelty_weak
999,exact_replay,ALL,RR,R,R,8544,7,0.000819,0.096422,0.103166,0.934628,0.992972,0.220201,0.317134,0.494369,0.488495,0.782409,0.693469,0.789136,2708.911618,0.317054,3.9e-05,3.9e-05,0.43,1.0,0.000468,0.00117,0.488495,neg,surprise_pass
999,exact_replay,L,ALL,ALL,ALL,44850,213,0.004749,0.138203,0.106704,1.295203,0.913688,0.37432,0.321361,0.362469,0.424893,0.5569,0.484251,0.512151,14424.331217,0.321613,0.0009,0.0009,0.0,1.0,0.006689,0.002809,0.424893,surprise,novelty_inverse_surprise_pass
999,exact_replay,L,LL,L,L,9310,81,0.0087,0.14657,0.100922,1.452305,0.815314,0.414211,0.30329,0.309392,0.33508,0.495621,0.464735,0.525216,2832.611753,0.304255,0.000618,0.000618,0.0,0.07,0.013963,0.003437,0.33508,neg,novelty_inverse
999,exact_replay,L,LM,L,M,2730,9,0.003297,0.078112,0.114549,0.681911,1.231622,0.253061,0.343515,0.61301,0.675609,0.48238,0.68737,0.331782,936.982611,0.343217,3e-06,3e-06,0.99,0.93,0.000733,0.005861,0.675609,pos,novelty_pass
999,exact_replay,L,LR,L,R,8650,0,0.0,nan,0.106241,nan,nan,nan,0.319545,nan,nan,nan,nan,nan,2764.065431,0.319545,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,L,ML,M,L,2950,18,0.006102,0.0884,0.110152,0.802529,1.155144,0.283011,0.330014,0.540037,0.628202,0.754282,0.637733,0.496855,972.695846,0.329727,1.3e-05,1.3e-05,0.95,1.0,0.004068,0.008136,0.628202,surprise,novelty_pass
999,exact_replay,L,MM,M,M,840,0,0.0,nan,0.112619,nan,nan,nan,0.342899,nan,nan,nan,nan,nan,288.035245,0.342899,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,L,MR,M,R,2410,0,0.0,nan,0.116916,nan,nan,nan,0.352049,nan,nan,nan,nan,nan,848.439051,0.352049,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,L,RL,R,L,8180,98,0.01198,0.14677,0.107299,1.367858,0.907126,0.366888,0.324123,0.338336,0.414342,0.550657,0.435123,0.520861,2655.515898,0.324635,0.000266,0.000266,0.0,0.98,0.017848,0.006112,0.414342,surprise,novelty_inverse_surprise_pass
999,exact_replay,L,RM,R,M,2660,7,0.002632,0.126783,0.107321,1.181352,1.001566,0.407474,0.325382,0.376016,0.526951,0.830542,0.644661,0.403317,866.0918,0.325598,1e-06,1e-06,0.54,1.0,0.004511,0.000752,0.526951,surprise,surprise_pass
999,exact_replay,L,RR,R,R,7120,0,0.0,nan,0.105284,nan,nan,nan,0.317401,nan,nan,nan,nan,nan,2259.893583,0.317401,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,ALL,ALL,ALL,8970,20,0.00223,0.093925,0.093917,1.000086,1.006353,0.275207,0.316634,0.490246,0.494771,0.646028,0.403905,0.646782,2839.381821,0.316542,0.0002,0.0002,0.44,1.0,0.00223,0.00223,0.494771,neg,surprise_pass
999,exact_replay,R,LL,L,L,1862,0,0.0,nan,0.089153,nan,nan,nan,0.2984,nan,nan,nan,nan,nan,555.6201,0.2984,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,LM,L,M,546,0,0.0,nan,0.100731,nan,nan,nan,0.328801,nan,nan,nan,nan,nan,179.525196,0.328801,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,LR,L,R,1730,12,0.006936,0.099609,0.093291,1.06772,0.962005,0.328234,0.315517,0.454016,0.454889,0.60681,0.467695,0.589251,545.997289,0.315605,0.000159,0.000159,0.26,0.97,0.009249,0.004624,0.454889,surprise,novelty_inverse_surprise_pass
999,exact_replay,R,ML,M,L,590,0,0.0,nan,0.096737,nan,nan,nan,0.321953,nan,nan,nan,nan,nan,189.952523,0.321953,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,MM,M,M,168,0,0.0,nan,0.098661,nan,nan,nan,0.318994,nan,nan,nan,nan,nan,53.59101,0.318994,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,MR,M,R,482,0,0.0,nan,0.102661,nan,nan,nan,0.349794,nan,nan,nan,nan,nan,168.600641,0.349794,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,RL,R,L,1636,0,0.0,nan,0.094669,nan,nan,nan,0.324244,nan,nan,nan,nan,nan,530.463661,0.324244,0.0,0.0,nan,nan,0.0,0.0,nan,h_inv,no_tags
999,exact_replay,R,RM,R,M,532,1,0.00188,0.008239,0.094459,0.087219,1.524159,0.023938,0.313728,0.892655,0.903955,0.067797,0.26742,0.231638,166.613367,0.313183,2e-06,2e-06,0.94,0.11,0.0,0.003759,0.903955,novelty,novelty_pass
999,exact_replay,R,RR,R,R,1424,7,0.004916,0.096422,0.092527,1.042095,0.994586,0.220201,0.315792,0.478879,0.488356,0.828612,0.297913,0.830931,449.018035,0.315322,3.9e-05,3.9e-05,0.49,1.0,0.002809,0.007022,0.488356,neg,surprise_pass
