run_id,arm,seed_env,code_sha,config_sha,t_decision,chosen_event,payload_hash,expected_payload_hash,hash_match
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,2000,R,265aef72bfd57678,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,2250,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,2500,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,2750,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,3000,R,265aef72bfd57678,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,3250,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,3500,R,265aef72bfd57678,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,3750,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,4000,R,265aef72bfd57678,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,4250,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,4500,R,265aef72bfd57678,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,4750,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,5000,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,5250,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,5500,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,5750,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,6000,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,6250,L,9695592248203d7a,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,6500,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,6750,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,7000,none,,,
phase10D2_closed_seed77,closed_loop,77,8bdbdfc,99e56d0e18387a7d,7250,L,9695592248203d7a,,
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,2000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,2750,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,3000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,3250,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,3500,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,4000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,4500,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,5500,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,5750,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,6000,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,6250,L,9695592248203d7a,9695592248203d7a,True
phase10D2_exact_seed77,exact_replay,77,8bdbdfc,99e56d0e18387a7d,7250,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,2000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,2750,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,3000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,3250,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,3500,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,4000,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,4500,R,265aef72bfd57678,265aef72bfd57678,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,5500,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,5750,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,6000,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,6250,L,9695592248203d7a,9695592248203d7a,True
phase10D2_divergent_seed77,divergent_warmup_replay,77,8bdbdfc,,7250,L,9695592248203d7a,9695592248203d7a,True
