seed,gap,tau_trace,rest_window,gate_mode,trace_gate_ref,gate_power,arm,target_event_update_l1,event_count_L,event_count_R,schedule_ok,mean_trace_mass,mean_gate_within,mean_gate_cross,within_pair_dW_L1,cross_pair_dW_L1,contamination_ratio,acc_dW_DI,acc_dW_LR,acc_dW_RL,final_DI,L_to_R_l1,R_to_L_l1,runtime_s
123,500,1000,5000,soft_trace_gate,0.03,1.0,L_then_R,0.0001,5,5,True,0.04747969954974121,1.0,0.03996698346307687,0.0004968558193336651,1.0629858421227441e-05,0.020946124917864913,0.9581077481937713,0.0004968558193336651,1.0629858421227441e-05,0.0025264309569309994,0.19631919001607262,0.19532971609542185,1139.0834181308746
123,500,1000,5000,soft_trace_gate,0.03,1.0,R_then_L,0.0001,5,5,True,0.037402360498533016,1.0,0.04242641037545424,0.0004979453690984411,9.569996286673645e-06,0.018856564590029976,-0.9622868688495563,9.569996286673645e-06,0.0004979453690984411,0.002517722048306266,0.19631433828618483,0.19532829100336338,1139.0834209918976
