seed,unit_count,n_LR,n_RL,fast_LR_l1,fast_RL_l1,dW_DI_last,tag_delta_DI_last,tag_DI_final,slow_DI_final,n_captures,n_tagged_LR,n_tagged_RL,verdict,wall_time_s,nan_hit,dW_DI_pair0,dW_DI_pair1,dW_DI_pair2,tag_delta_DI_pair0,tag_delta_DI_pair1,tag_delta_DI_pair2
42,300,946,938,470.64859419345606,461.6902105148896,0.1634957699125698,0.1634957699125698,0.16349577010832678,0.16349576987758208,11,13,7,dW_level_bias: dW_DI=+0.1635. Bias originates in event-pair plasticity (trace·phi correlation). The |dW| operation then adds tag accumulation effect. Investigate event_pair_update directionality on L→R vs R→L connections.,111.81123971939087,False,0.0,0.1634957699125698,0.1634957699125698,0.0,0.1634957699125698,0.1634957699125698
