seed,arm,event_type,subgraph,n_connections,trace_src_positive_rate,phi_tgt_positive_rate,raw_support_rate,dW_support_rate,tag_support_rate,raw_vs_trace_phi_mismatch_count,raw_vs_dW_mismatch_count,dW_vs_tag_mismatch_count,trace_src_l1,phi_tgt_l1,raw_l1,dW_l1,tag_delta_l1,raw_l1_to_dW_l1_scale,corr_h_trace_src,corr_h_phi_tgt,support_geometry_verdict
77,divergent_warmup_replay,ALL,ML,2828,0.02546,0.054102,0.0,0.0,0.0,0,0,0,0.171911,0.615928,0.0,0.0,0.0,nan,-0.071159,0.023112,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,ALL,MM,826,0.029056,0.010896,0.0,0.0,0.0,0,0,0,0.057304,0.01763,0.0,0.0,0.0,nan,-0.06564,-0.051413,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,ALL,MR,3206,0.022458,0.059264,0.003743,0.003743,0.003743,0,0,0,0.171911,1.091975,0.000117,1.1e-05,1.1e-05,0.096979,-0.068929,-0.083785,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,ALL,RL,12250,0.168735,0.074939,0.019102,0.019102,0.019102,0,0,0,8.393785,4.427098,0.0045,0.000601,0.000601,0.133561,-0.056062,0.10883,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,ALL,RM,2968,0.183962,0.030323,0.009097,0.009097,0.009097,0,0,0,1.936923,0.176299,0.000143,1.9e-05,1.9e-05,0.133566,-0.155594,-0.084297,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,ALL,RR,12782,0.142388,0.054765,0.006572,0.006572,0.006572,0,0,0,8.071227,3.396508,0.002415,0.000216,0.000216,0.08945,-0.04051,-0.072179,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,ALL,40365,0.118246,0.052843,0.008052,0.008052,0.008052,0,0,0,21.131957,9.209875,0.006453,0.0009,0.0009,0.139476,0.023434,0.016258,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,LL,8028,0.090683,0.115471,0.007972,0.007972,0.007972,0,0,0,3.958151,3.9024,0.00181,0.00028,0.00028,0.154643,0.138797,0.000594,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,LM,1881,0.072302,0.019139,0.0,0.0,0.0,0,0,0,0.628007,0.07052,0.0,0.0,0.0,nan,0.149667,-0.068988,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,LR,8046,0.09048,0.0,0.0,0.0,0.0,0,0,0,4.208038,0.0,0.0,0.0,0.0,nan,0.072825,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,ML,1818,0.026403,0.084158,0.0,0.0,0.0,0,0,0,0.12457,0.615928,0.0,0.0,0.0,nan,-0.074625,0.00189,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,MM,531,0.030132,0.016949,0.0,0.0,0.0,0,0,0,0.041523,0.01763,0.0,0.0,0.0,nan,-0.068884,-0.072703,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,MR,2061,0.02329,0.0,0.0,0.0,0.0,0,0,0,0.12457,0.0,0.0,0.0,0.0,nan,-0.072244,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,RL,7875,0.181714,0.116571,0.029714,0.029714,0.029714,0,0,0,5.495115,4.427098,0.0045,0.000601,0.000601,0.133561,-0.080029,0.094921,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,RM,1908,0.198113,0.04717,0.014151,0.014151,0.014151,0,0,0,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,0.133566,-0.178121,-0.11955,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,L,RR,8217,0.153341,0.0,0.0,0.0,0.0,0,0,0,5.283948,0.0,0.0,0.0,0.0,nan,-0.064743,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,ALL,22425,0.098818,0.072464,0.007492,0.007492,0.007492,0,0,0,9.807434,8.085134,0.004316,0.0004,0.0004,0.092677,0.050359,-0.01521,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,LL,4460,0.081614,0.0,0.0,0.0,0.0,0,0,0,1.50425,0.0,0.0,0.0,0.0,nan,0.146422,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,LM,1045,0.065072,0.0,0.0,0.0,0.0,0,0,0,0.238667,0.0,0.0,0.0,0.0,nan,0.157206,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,LR,4470,0.081432,0.16443,0.016107,0.016107,0.016107,0,0,0,1.599216,3.596651,0.001785,0.000173,0.000173,0.096762,0.07639,-0.049971,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,ML,1010,0.023762,0.0,0.0,0.0,0.0,0,0,0,0.047341,0.0,0.0,0.0,0.0,nan,-0.081351,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,MM,295,0.027119,0.0,0.0,0.0,0.0,0,0,0,0.01578,0.0,0.0,0.0,0.0,nan,-0.076,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,MR,1145,0.020961,0.165939,0.01048,0.01048,0.01048,0,0,0,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,0.096979,-0.07861,-0.075416,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,RL,4375,0.145371,0.0,0.0,0.0,0.0,0,0,0,2.89867,0.0,0.0,0.0,0.0,nan,-0.006225,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,RM,1060,0.158491,0.0,0.0,0.0,0.0,0,0,0,0.668888,0.0,0.0,0.0,0.0,nan,-0.120155,nan,trace_phi_support_identity_confirmed
77,divergent_warmup_replay,R,RR,4565,0.122673,0.153341,0.018401,0.018401,0.018401,0,0,0,2.78728,3.396508,0.002415,0.000216,0.000216,0.08945,0.011275,-0.05097,trace_phi_support_identity_confirmed
77,exact_replay,ALL,ALL,62790,0.111308,0.05985,0.007852,0.007852,0.007852,0,0,0,30.93939,17.295009,0.01077,0.0013,0.0013,0.12072,0.039358,0.001603,trace_phi_support_identity_confirmed
77,exact_replay,ALL,LL,12488,0.087444,0.074231,0.005125,0.005125,0.005125,0,0,0,5.462401,3.9024,0.00181,0.00028,0.00028,0.154643,0.147612,0.035355,trace_phi_support_identity_confirmed
77,exact_replay,ALL,LM,2926,0.06972,0.012303,0.0,0.0,0.0,0,0,0,0.866674,0.07052,0.0,0.0,0.0,nan,0.153002,-0.04076,trace_phi_support_identity_confirmed
77,exact_replay,ALL,LR,12516,0.087248,0.058725,0.005753,0.005753,0.005753,0,0,0,5.807254,3.596651,0.001785,0.000173,0.000173,0.096762,0.088091,-0.078072,trace_phi_support_identity_confirmed
77,exact_replay,ALL,ML,2828,0.02546,0.054102,0.0,0.0,0.0,0,0,0,0.171911,0.615928,0.0,0.0,0.0,nan,-0.060261,0.03573,trace_phi_support_identity_confirmed
77,exact_replay,ALL,MM,826,0.029056,0.010896,0.0,0.0,0.0,0,0,0,0.057304,0.01763,0.0,0.0,0.0,nan,-0.054637,-0.043801,trace_phi_support_identity_confirmed
77,exact_replay,ALL,MR,3206,0.022458,0.059264,0.003743,0.003743,0.003743,0,0,0,0.171911,1.091975,0.000117,1.1e-05,1.1e-05,0.096979,-0.059124,-0.084557,trace_phi_support_identity_confirmed
77,exact_replay,ALL,RL,12250,0.168735,0.074939,0.019102,0.019102,0.019102,0,0,0,8.393785,4.427098,0.0045,0.000601,0.000601,0.133561,-0.0457,0.117232,trace_phi_support_identity_confirmed
77,exact_replay,ALL,RM,2968,0.183962,0.030323,0.009097,0.009097,0.009097,0,0,0,1.936923,0.176299,0.000143,1.9e-05,1.9e-05,0.133566,-0.146821,-0.072849,trace_phi_support_identity_confirmed
77,exact_replay,ALL,RR,12782,0.142388,0.054765,0.006572,0.006572,0.006572,0,0,0,8.071227,3.396508,0.002415,0.000216,0.000216,0.08945,-0.033698,-0.076418,trace_phi_support_identity_confirmed
77,exact_replay,L,ALL,40365,0.118246,0.052843,0.008052,0.008052,0.008052,0,0,0,21.131957,9.209875,0.006453,0.0009,0.0009,0.139476,0.028353,0.022513,trace_phi_support_identity_confirmed
77,exact_replay,L,LL,8028,0.090683,0.115471,0.007972,0.007972,0.007972,0,0,0,3.958151,3.9024,0.00181,0.00028,0.00028,0.154643,0.142708,0.00567,trace_phi_support_identity_confirmed
77,exact_replay,L,LM,1881,0.072302,0.019139,0.0,0.0,0.0,0,0,0,0.628007,0.07052,0.0,0.0,0.0,nan,0.149639,-0.062261,trace_phi_support_identity_confirmed
77,exact_replay,L,LR,8046,0.09048,0.0,0.0,0.0,0.0,0,0,0,4.208038,0.0,0.0,0.0,0.0,nan,0.081747,nan,trace_phi_support_identity_confirmed
77,exact_replay,L,ML,1818,0.026403,0.084158,0.0,0.0,0.0,0,0,0,0.12457,0.615928,0.0,0.0,0.0,nan,-0.063573,0.012059,trace_phi_support_identity_confirmed
77,exact_replay,L,MM,531,0.030132,0.016949,0.0,0.0,0.0,0,0,0,0.041523,0.01763,0.0,0.0,0.0,nan,-0.05766,-0.065911,trace_phi_support_identity_confirmed
77,exact_replay,L,MR,2061,0.02329,0.0,0.0,0.0,0.0,0,0,0,0.12457,0.0,0.0,0.0,0.0,nan,-0.06224,nan,trace_phi_support_identity_confirmed
77,exact_replay,L,RL,7875,0.181714,0.116571,0.029714,0.029714,0.029714,0,0,0,5.495115,4.427098,0.0045,0.000601,0.000601,0.133561,-0.073223,0.098384,trace_phi_support_identity_confirmed
77,exact_replay,L,RM,1908,0.198113,0.04717,0.014151,0.014151,0.014151,0,0,0,1.268035,0.176299,0.000143,1.9e-05,1.9e-05,0.133566,-0.172945,-0.109521,trace_phi_support_identity_confirmed
77,exact_replay,L,RR,8217,0.153341,0.0,0.0,0.0,0.0,0,0,0,5.283948,0.0,0.0,0.0,0.0,nan,-0.06138,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,ALL,22425,0.098818,0.072464,0.007492,0.007492,0.007492,0,0,0,9.807434,8.085134,0.004316,0.0004,0.0004,0.092677,0.062742,-0.014876,trace_phi_support_identity_confirmed
77,exact_replay,R,LL,4460,0.081614,0.0,0.0,0.0,0.0,0,0,0,1.50425,0.0,0.0,0.0,0.0,nan,0.149782,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,LM,1045,0.065072,0.0,0.0,0.0,0.0,0,0,0,0.238667,0.0,0.0,0.0,0.0,nan,0.153867,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,LR,4470,0.081432,0.16443,0.016107,0.016107,0.016107,0,0,0,1.599216,3.596651,0.001785,0.000173,0.000173,0.096762,0.089379,-0.044214,trace_phi_support_identity_confirmed
77,exact_replay,R,ML,1010,0.023762,0.0,0.0,0.0,0.0,0,0,0,0.047341,0.0,0.0,0.0,0.0,nan,-0.076439,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,MM,295,0.027119,0.0,0.0,0.0,0.0,0,0,0,0.01578,0.0,0.0,0.0,0.0,nan,-0.071293,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,MR,1145,0.020961,0.165939,0.01048,0.01048,0.01048,0,0,0,0.047341,1.091975,0.000117,1.1e-05,1.1e-05,0.096979,-0.074657,-0.064437,trace_phi_support_identity_confirmed
77,exact_replay,R,RL,4375,0.145371,0.0,0.0,0.0,0.0,0,0,0,2.89867,0.0,0.0,0.0,0.0,nan,0.015999,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,RM,1060,0.158491,0.0,0.0,0.0,0.0,0,0,0,0.668888,0.0,0.0,0.0,0.0,nan,-0.104322,nan,trace_phi_support_identity_confirmed
77,exact_replay,R,RR,4565,0.122673,0.153341,0.018401,0.018401,0.018401,0,0,0,2.78728,3.396508,0.002415,0.000216,0.000216,0.08945,0.029707,-0.046557,trace_phi_support_identity_confirmed
123,closed_loop,ALL,ALL,35880,0.102536,0.065022,0.006271,0.006271,0.006271,0,0,0,17.823194,12.7941,0.007046,0.0007,0.0007,0.099333,0.056411,0.048578,trace_phi_support_identity_confirmed
123,closed_loop,ALL,LL,7168,0.102539,0.060268,0.00558,0.00558,0.00558,0,0,0,2.700309,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.095657,0.061621,trace_phi_support_identity_confirmed
123,closed_loop,ALL,LM,2056,0.077821,0.0,0.0,0.0,0.0,0,0,0,0.552613,0.0,0.0,0.0,0.0,nan,0.111059,nan,trace_phi_support_identity_confirmed
123,closed_loop,ALL,LR,7000,0.115714,0.077143,0.006857,0.006857,0.006857,0,0,0,2.885916,3.125846,0.001137,0.000129,0.000129,0.113412,0.107817,0.045179,trace_phi_support_identity_confirmed
123,closed_loop,ALL,ML,2016,0.0,0.0625,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.070276,trace_phi_support_identity_confirmed
123,closed_loop,ALL,MM,584,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,closed_loop,ALL,MR,1824,0.0,0.090461,0.0,0.0,0.0,0,0,0,0.0,1.002624,0.0,0.0,0.0,nan,nan,0.02987,trace_phi_support_identity_confirmed
123,closed_loop,ALL,RL,6880,0.130233,0.074128,0.010029,0.010029,0.010029,0,0,0,5.12778,2.728109,0.002707,0.000233,0.000233,0.085887,0.055672,0.067463,trace_phi_support_identity_confirmed
123,closed_loop,ALL,RM,1696,0.160967,0.0,0.0,0.0,0.0,0,0,0,1.713024,0.0,0.0,0.0,0.0,nan,0.020073,nan,trace_phi_support_identity_confirmed
123,closed_loop,ALL,RR,6656,0.120944,0.084135,0.010216,0.010216,0.010216,0,0,0,4.843552,2.903025,0.002463,0.000271,0.000271,0.110073,0.044947,0.038066,trace_phi_support_identity_confirmed
123,closed_loop,L,ALL,13455,0.113564,0.079376,0.008101,0.008101,0.008101,0,0,0,6.992952,5.762605,0.003447,0.0003,0.0003,0.087019,0.043732,0.066849,trace_phi_support_identity_confirmed
123,closed_loop,L,LL,2688,0.109375,0.160714,0.014881,0.014881,0.014881,0,0,0,0.821205,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.091371,0.0692,trace_phi_support_identity_confirmed
123,closed_loop,L,LM,771,0.083009,0.0,0.0,0.0,0.0,0,0,0,0.168058,0.0,0.0,0.0,0.0,nan,0.108106,nan,trace_phi_support_identity_confirmed
123,closed_loop,L,LR,2625,0.123429,0.0,0.0,0.0,0.0,0,0,0,0.877651,0.0,0.0,0.0,0.0,nan,0.10379,nan,trace_phi_support_identity_confirmed
123,closed_loop,L,ML,756,0.0,0.166667,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.084821,trace_phi_support_identity_confirmed
123,closed_loop,L,MM,219,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,closed_loop,L,MR,684,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,closed_loop,L,RL,2580,0.148837,0.197674,0.026744,0.026744,0.026744,0,0,0,2.249606,2.728109,0.002707,0.000233,0.000233,0.085887,0.050681,0.077209,trace_phi_support_identity_confirmed
123,closed_loop,L,RM,636,0.183962,0.0,0.0,0.0,0.0,0,0,0,0.75152,0.0,0.0,0.0,0.0,nan,0.010217,nan,trace_phi_support_identity_confirmed
123,closed_loop,L,RR,2496,0.138221,0.0,0.0,0.0,0.0,0,0,0,2.124912,0.0,0.0,0.0,0.0,nan,0.039991,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,ALL,22425,0.09592,0.05641,0.005173,0.005173,0.005173,0,0,0,10.830243,7.031495,0.003599,0.0004,0.0004,0.111127,0.064183,0.029819,trace_phi_support_identity_confirmed
123,closed_loop,R,LL,4480,0.098437,0.0,0.0,0.0,0.0,0,0,0,1.879104,0.0,0.0,0.0,0.0,nan,0.104297,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,LM,1285,0.074708,0.0,0.0,0.0,0.0,0,0,0,0.384555,0.0,0.0,0.0,0.0,nan,0.118472,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,LR,4375,0.111086,0.123429,0.010971,0.010971,0.010971,0,0,0,2.008265,3.125846,0.001137,0.000129,0.000129,0.113412,0.116852,0.076098,trace_phi_support_identity_confirmed
123,closed_loop,R,ML,1260,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,MM,365,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,MR,1140,0.0,0.144737,0.0,0.0,0.0,0,0,0,0.0,1.002624,0.0,0.0,0.0,nan,nan,0.058336,trace_phi_support_identity_confirmed
123,closed_loop,R,RL,4300,0.11907,0.0,0.0,0.0,0.0,0,0,0,2.878175,0.0,0.0,0.0,0.0,nan,0.055265,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,RM,1060,0.14717,0.0,0.0,0.0,0.0,0,0,0,0.961504,0.0,0.0,0.0,0.0,nan,0.022235,nan,trace_phi_support_identity_confirmed
123,closed_loop,R,RR,4160,0.110577,0.134615,0.016346,0.016346,0.016346,0,0,0,2.71864,2.903025,0.002463,0.000271,0.000271,0.110073,0.044698,0.068291,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,ALL,35880,0.102536,0.065022,0.006271,0.006271,0.006271,0,0,0,17.823194,12.7941,0.007046,0.0007,0.0007,0.099333,0.052982,0.047917,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,LL,7168,0.102539,0.060268,0.00558,0.00558,0.00558,0,0,0,2.700309,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.088183,0.058205,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,LM,2056,0.077821,0.0,0.0,0.0,0.0,0,0,0,0.552613,0.0,0.0,0.0,0.0,nan,0.108641,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,LR,7000,0.115714,0.077143,0.006857,0.006857,0.006857,0,0,0,2.885916,3.125846,0.001137,0.000129,0.000129,0.113412,0.110184,0.04386,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,ML,2016,0.0,0.0625,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.07769,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,MM,584,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,MR,1824,0.0,0.090461,0.0,0.0,0.0,0,0,0,0.0,1.002624,0.0,0.0,0.0,nan,nan,0.032447,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,RL,6880,0.130233,0.074128,0.010029,0.010029,0.010029,0,0,0,5.12778,2.728109,0.002707,0.000233,0.000233,0.085887,0.049959,0.068557,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,RM,1696,0.160967,0.0,0.0,0.0,0.0,0,0,0,1.713024,0.0,0.0,0.0,0.0,nan,0.016544,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,ALL,RR,6656,0.120944,0.084135,0.010216,0.010216,0.010216,0,0,0,4.843552,2.903025,0.002463,0.000271,0.000271,0.110073,0.043959,0.036179,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,ALL,13455,0.113564,0.079376,0.008101,0.008101,0.008101,0,0,0,6.992952,5.762605,0.003447,0.0003,0.0003,0.087019,0.040996,0.071277,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,LL,2688,0.109375,0.160714,0.014881,0.014881,0.014881,0,0,0,0.821205,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.086229,0.066479,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,LM,771,0.083009,0.0,0.0,0.0,0.0,0,0,0,0.168058,0.0,0.0,0.0,0.0,nan,0.106406,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,LR,2625,0.123429,0.0,0.0,0.0,0.0,0,0,0,0.877651,0.0,0.0,0.0,0.0,nan,0.10789,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,ML,756,0.0,0.166667,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.098868,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,MM,219,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,MR,684,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,RL,2580,0.148837,0.197674,0.026744,0.026744,0.026744,0,0,0,2.249606,2.728109,0.002707,0.000233,0.000233,0.085887,0.046084,0.081603,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,RM,636,0.183962,0.0,0.0,0.0,0.0,0,0,0,0.75152,0.0,0.0,0.0,0.0,nan,0.007444,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,L,RR,2496,0.138221,0.0,0.0,0.0,0.0,0,0,0,2.124912,0.0,0.0,0.0,0.0,nan,0.040435,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,ALL,22425,0.09592,0.05641,0.005173,0.005173,0.005173,0,0,0,10.830243,7.031495,0.003599,0.0004,0.0004,0.111127,0.060246,0.025466,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,LL,4480,0.098437,0.0,0.0,0.0,0.0,0,0,0,1.879104,0.0,0.0,0.0,0.0,nan,0.094913,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,LM,1285,0.074708,0.0,0.0,0.0,0.0,0,0,0,0.384555,0.0,0.0,0.0,0.0,nan,0.115136,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,LR,4375,0.111086,0.123429,0.010971,0.010971,0.010971,0,0,0,2.008265,3.125846,0.001137,0.000129,0.000129,0.113412,0.117919,0.072279,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,ML,1260,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,MM,365,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,MR,1140,0.0,0.144737,0.0,0.0,0.0,0,0,0,0.0,1.002624,0.0,0.0,0.0,nan,nan,0.059363,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,RL,4300,0.11907,0.0,0.0,0.0,0.0,0,0,0,2.878175,0.0,0.0,0.0,0.0,nan,0.049144,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,RM,1060,0.14717,0.0,0.0,0.0,0.0,0,0,0,0.961504,0.0,0.0,0.0,0.0,nan,0.018594,nan,trace_phi_support_identity_confirmed
123,divergent_warmup_replay,R,RR,4160,0.110577,0.134615,0.016346,0.016346,0.016346,0,0,0,2.71864,2.903025,0.002463,0.000271,0.000271,0.110073,0.043069,0.063608,trace_phi_support_identity_confirmed
123,exact_replay,ALL,ALL,35880,0.102536,0.065022,0.006271,0.006271,0.006271,0,0,0,17.823194,12.7941,0.007046,0.0007,0.0007,0.099333,0.056411,0.048578,trace_phi_support_identity_confirmed
123,exact_replay,ALL,LL,7168,0.102539,0.060268,0.00558,0.00558,0.00558,0,0,0,2.700309,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.095657,0.061621,trace_phi_support_identity_confirmed
123,exact_replay,ALL,LM,2056,0.077821,0.0,0.0,0.0,0.0,0,0,0,0.552613,0.0,0.0,0.0,0.0,nan,0.111059,nan,trace_phi_support_identity_confirmed
123,exact_replay,ALL,LR,7000,0.115714,0.077143,0.006857,0.006857,0.006857,0,0,0,2.885916,3.125846,0.001137,0.000129,0.000129,0.113412,0.107817,0.045179,trace_phi_support_identity_confirmed
123,exact_replay,ALL,ML,2016,0.0,0.0625,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.070276,trace_phi_support_identity_confirmed
123,exact_replay,ALL,MM,584,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,exact_replay,ALL,MR,1824,0.0,0.090461,0.0,0.0,0.0,0,0,0,0.0,1.002624,0.0,0.0,0.0,nan,nan,0.02987,trace_phi_support_identity_confirmed
123,exact_replay,ALL,RL,6880,0.130233,0.074128,0.010029,0.010029,0.010029,0,0,0,5.12778,2.728109,0.002707,0.000233,0.000233,0.085887,0.055672,0.067463,trace_phi_support_identity_confirmed
123,exact_replay,ALL,RM,1696,0.160967,0.0,0.0,0.0,0.0,0,0,0,1.713024,0.0,0.0,0.0,0.0,nan,0.020073,nan,trace_phi_support_identity_confirmed
123,exact_replay,ALL,RR,6656,0.120944,0.084135,0.010216,0.010216,0.010216,0,0,0,4.843552,2.903025,0.002463,0.000271,0.000271,0.110073,0.044947,0.038066,trace_phi_support_identity_confirmed
123,exact_replay,L,ALL,13455,0.113564,0.079376,0.008101,0.008101,0.008101,0,0,0,6.992952,5.762605,0.003447,0.0003,0.0003,0.087019,0.043732,0.066849,trace_phi_support_identity_confirmed
123,exact_replay,L,LL,2688,0.109375,0.160714,0.014881,0.014881,0.014881,0,0,0,0.821205,2.39166,0.00074,6.7e-05,6.7e-05,0.091162,0.091371,0.0692,trace_phi_support_identity_confirmed
123,exact_replay,L,LM,771,0.083009,0.0,0.0,0.0,0.0,0,0,0,0.168058,0.0,0.0,0.0,0.0,nan,0.108106,nan,trace_phi_support_identity_confirmed
123,exact_replay,L,LR,2625,0.123429,0.0,0.0,0.0,0.0,0,0,0,0.877651,0.0,0.0,0.0,0.0,nan,0.10379,nan,trace_phi_support_identity_confirmed
123,exact_replay,L,ML,756,0.0,0.166667,0.0,0.0,0.0,0,0,0,0.0,0.642836,0.0,0.0,0.0,nan,nan,0.084821,trace_phi_support_identity_confirmed
123,exact_replay,L,MM,219,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,exact_replay,L,MR,684,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,trace_phi_support_identity_confirmed
123,exact_replay,L,RL,2580,0.148837,0.197674,0.026744,0.026744,0.026744,0,0,0,2.249606,2.728109,0.002707,0.000233,0.000233,0.085887,0.050681,0.077209,trace_phi_support_identity_confirmed
123,exact_replay,L,RM,636,0.183962,0.0,0.0,0.0,0.0,0,0,0,0.75152,0.0,0.0,0.0,0.0,nan,0.010217,nan,trace_phi_support_identity_confirmed
123,exact_replay,L,RR,2496,0.138221,0.0,0.0,0.0,0.0,0,0,0,2.124912,0.0,0.0,0.0,0.0,nan,0.039991,nan,trace_phi_support_identity_confirmed
123,exact_replay,R,ALL,22425,0.09592,0.05641,0.005173,0.005173,0.005173,0,0,0,10.830243,7.031495,0.003599,0.0004,0.0004,0.111127,0.064183,0.029819,trace_phi_support_identity_confirmed
123,exact_replay,R,LL,4480,0.098437,0.0,0.0,0.0,0.0,0,0,0,1.879104,0.0,0.0,0.0,0.0,nan,0.104297,nan,trace_phi_support_identity_confirmed
